ProbeID	miRNA_name
20536770	hsa-mir-4496
20536771	hsa-mir-4497
20536772	hsa-mir-4498
20536773	hsa-mir-4419b
20536774	hsa-mir-4499
20536775	hsa-mir-4500
20536776	hsa-mir-4501
20536777	hsa-mir-4502
20536778	hsa-mir-4503
20536779	hsa-mir-4504
20536780	hsa-mir-4505
20536781	hsa-mir-4506
20536782	hsa-mir-2392
20536783	hsa-mir-4507
20536784	hsa-mir-4508
20536785	hsa-mir-4509-1
20536786	hsa-mir-4509-2
20536787	hsa-mir-4509-3
20536788	hsa-mir-4510
20536789	hsa-mir-4511
20536790	hsa-mir-4512
20536791	hsa-mir-4513
20536792	hsa-mir-4514
20536793	hsa-mir-4515
20536794	hsa-mir-4516
20536795	hsa-mir-4517
20536796	hsa-mir-4518
20536797	hsa-mir-4519
20536798	hsa-mir-4520a
20536799	hsa-mir-4520a
20536800	hsa-mir-4521
20536801	hsa-mir-1269b
20536802	hsa-mir-4522
20536803	hsa-mir-4523
20536804	hsa-mir-4524a
20536805	hsa-mir-4525
20536806	hsa-mir-4526
20536807	hsa-mir-4527
20536808	hsa-mir-4528
20536809	hsa-mir-4529
20536810	hsa-mir-4530
20536811	hsa-mir-4531
20536812	hsa-mir-4532
20536813	hsa-mir-4533
20536814	hsa-mir-4534
20536815	hsa-mir-378i
20536816	hsa-mir-4535
20536817	hsa-mir-1587
20536818	hsa-mir-4536-1
20536819	hsa-mir-4536-1
20536820	hsa-mir-548an
20536821	hsa-mir-4537
20536822	hsa-mir-4538
20536823	hsa-mir-4539
20536824	hsa-mir-4540
20536826	hsa-mir-3960
20536844	hsa-mir-3972
20536845	hsa-mir-3973
20536846	hsa-mir-3974
20536847	hsa-mir-3975
20536848	hsa-mir-3976
20536849	hsa-mir-3977
20536850	hsa-mir-3978
20536852	hsa-mir-4632
20536853	hsa-mir-4633
20536854	hsa-mir-4634
20536855	hsa-mir-4635
20536856	hsa-mir-4636
20536857	hsa-mir-4637
20536858	hsa-mir-4638
20536859	hsa-mir-4639
20536860	hsa-mir-4640
20536861	hsa-mir-4641
20536862	hsa-mir-4642
20536863	hsa-mir-4643
20536864	hsa-mir-4644
20536865	hsa-mir-4645
20536866	hsa-mir-4646
20536867	hsa-mir-4647
20536868	hsa-mir-4648
20536869	hsa-mir-4649
20536870	hsa-mir-4650-1
20536871	hsa-mir-4650-2
20536872	hsa-mir-4651
20536873	hsa-mir-4652
20536874	hsa-mir-4653
20536875	hsa-mir-4654
20536876	hsa-mir-4655
20536877	hsa-mir-4656
20536878	hsa-mir-4657
20536879	hsa-mir-4658
20536880	hsa-mir-4659a
20536881	hsa-mir-4659a
20536882	hsa-mir-4660
20536883	hsa-mir-4661
20536884	hsa-mir-4662a
20536885	hsa-mir-4659b
20536886	hsa-mir-4663
20536887	hsa-mir-4662b
20536888	hsa-mir-4662b
20536889	hsa-mir-4664
20536890	hsa-mir-4665
20536891	hsa-mir-4666a
20536892	hsa-mir-4667
20536893	hsa-mir-4668
20536894	hsa-mir-219b
20536895	hsa-mir-4669
20536896	hsa-mir-4670
20536897	hsa-mir-4671
20536898	hsa-mir-4672
20536899	hsa-mir-4673
20536900	hsa-mir-4674
20536901	hsa-mir-4675
20536902	hsa-mir-4676
20536903	hsa-mir-4677
20536904	hsa-mir-4678
20536905	hsa-mir-4679-1
20536906	hsa-mir-4679-1
20536907	hsa-mir-4679-1
20536908	hsa-mir-4679-2
20536909	hsa-mir-4679-2
20536910	hsa-mir-4680
20536911	hsa-mir-4681
20536912	hsa-mir-4682
20536913	hsa-mir-4683
20536914	hsa-mir-4684
20536915	hsa-mir-4685
20536916	hsa-mir-4686
20536917	hsa-mir-4687
20536918	hsa-mir-1343
20536919	hsa-mir-4688
20536920	hsa-mir-4689
20536921	hsa-mir-4690
20536922	hsa-mir-4691
20536923	hsa-mir-4692
20536924	hsa-mir-4693
20536925	hsa-mir-4694
20536926	hsa-mir-4695
20536927	hsa-mir-4696
20536928	hsa-mir-4697
20536929	hsa-mir-4698
20536930	hsa-mir-4699
20536931	hsa-mir-4700
20536932	hsa-mir-4701
20536933	hsa-mir-3198-2
20536934	hsa-mir-4703
20536935	hsa-mir-4704
20536936	hsa-mir-4705
20536937	hsa-mir-4706
20536938	hsa-mir-4707
20536939	hsa-mir-4708
20536940	hsa-mir-4709
20536941	hsa-mir-203b
20536942	hsa-mir-4710
20536943	hsa-mir-4711
20536944	hsa-mir-4712
20536945	hsa-mir-4713
20536946	hsa-mir-4714
20536947	hsa-mir-4715
20536948	hsa-mir-4716
20536949	hsa-mir-4716
20536950	hsa-mir-3529
20536951	hsa-mir-4717
20536952	hsa-mir-4718
20536953	hsa-mir-4719
20536954	hsa-mir-4720
20536955	hsa-mir-4721
20536956	hsa-mir-4722
20536957	hsa-mir-4520b
20536958	hsa-mir-4723
20536959	hsa-mir-451b
20536960	hsa-mir-4724
20536961	hsa-mir-4725
20536962	hsa-mir-4726
20536963	hsa-mir-4727
20536964	hsa-mir-4728
20536965	hsa-mir-4729
20536966	hsa-mir-4730
20536967	hsa-mir-4731
20536968	hsa-mir-4732
20536969	hsa-mir-4733
20536970	hsa-mir-4734
20536971	hsa-mir-4735
20536972	hsa-mir-4736
20536973	hsa-mir-4737
20536974	hsa-mir-4737
20536975	hsa-mir-3064
20536976	hsa-mir-4738
20536977	hsa-mir-4739
20536978	hsa-mir-4740
20536979	hsa-mir-4741
20536980	hsa-mir-4742
20536981	hsa-mir-4743
20536982	hsa-mir-4744
20536983	hsa-mir-3591
20536984	hsa-mir-4745
20536985	hsa-mir-4746
20536986	hsa-mir-4747
20536987	hsa-mir-4748
20536988	hsa-mir-4749
20536989	hsa-mir-4750
20536990	hsa-mir-4751
20536991	hsa-mir-4752
20536992	hsa-mir-4753
20536993	hsa-mir-371b
20536994	hsa-mir-4754
20536995	hsa-mir-4755
20536996	hsa-mir-499b
20536997	hsa-mir-4756
20536998	hsa-mir-4757
20536999	hsa-mir-4758
20537000	hsa-mir-4758
20537001	hsa-mir-4759
20537002	hsa-mir-4760
20537003	hsa-mir-4761
20537004	hsa-mir-4762
20537005	hsa-mir-4763
20537006	hsa-mir-4764
20537007	hsa-mir-4765
20537008	hsa-mir-4766
20537009	hsa-mir-4767
20537010	hsa-mir-4768
20537011	hsa-mir-4769
20537012	hsa-mir-4770
20537013	hsa-mir-4771-1
20537014	hsa-mir-4771-2
20537015	hsa-mir-4772
20537016	hsa-mir-4773-1
20537017	hsa-mir-4773-1
20537018	hsa-mir-4773-1
20537019	hsa-mir-4773-2
20537020	hsa-mir-4773-2
20537021	hsa-mir-4773-2
20537022	hsa-mir-4774
20537023	hsa-mir-4775
20537024	hsa-mir-4776-1
20537025	hsa-mir-4776-1
20537026	hsa-mir-4776-1
20537027	hsa-mir-4776-2
20537028	hsa-mir-4776-2
20537029	hsa-mir-4776-2
20537030	hsa-mir-4777
20537031	hsa-mir-4778
20537032	hsa-mir-4779
20537033	hsa-mir-4780
20537034	hsa-mir-4436b-1
20537035	hsa-mir-4781
20537036	hsa-mir-4782
20537037	hsa-mir-4783
20537038	hsa-mir-4784
20537039	hsa-mir-4785
20537040	hsa-mir-1245b
20537041	hsa-mir-2467
20537042	hsa-mir-4786
20537043	hsa-mir-4787
20537044	hsa-mir-4788
20537045	hsa-mir-4789
20537046	hsa-mir-4790
20537047	hsa-mir-4791
20537048	hsa-mir-4792
20537049	hsa-mir-4793
20537050	hsa-mir-4794
20537051	hsa-mir-4795
20537052	hsa-mir-4796
20537053	hsa-mir-4797
20537054	hsa-mir-4798
20537055	hsa-mir-4799
20537056	hsa-mir-3688-2
20537057	hsa-mir-3688-2
20537058	hsa-mir-4800
20537059	hsa-mir-4801
20537060	hsa-mir-4802
20537061	hsa-mir-4803
20537062	hsa-mir-4804
20537063	hsa-mir-4999
20537064	hsa-mir-5000
20537065	hsa-mir-5001
20537066	hsa-mir-5002
20537067	hsa-mir-5003
20537068	hsa-mir-5004
20537069	hsa-mir-548ao
20537070	hsa-mir-5006
20537071	hsa-mir-5007
20537072	hsa-mir-548ap
20537073	hsa-mir-5008
20537074	hsa-mir-5009
20537075	hsa-mir-5010
20537076	hsa-mir-5011
20537078	hsa-mir-5047
20537079	hsa-mir-5087
20537080	hsa-mir-5088
20537081	hsa-mir-5089
20537082	hsa-mir-5090
20537083	hsa-mir-5091
20537084	hsa-mir-5092
20537085	hsa-mir-5093
20537086	hsa-mir-5094
20537087	hsa-mir-5095
20537088	hsa-mir-1273f
20537089	hsa-mir-1273g
20537128	hsa-mir-5186
20537129	hsa-mir-5187
20537130	hsa-mir-5188
20537131	hsa-mir-5189
20537132	hsa-mir-5190
20537133	hsa-mir-5191
20537134	hsa-mir-5192
20537135	hsa-mir-5193
20537136	hsa-mir-5194
20537137	hsa-mir-5195
20537138	hsa-mir-5196
20537139	hsa-mir-5197
20537140	hsa-mir-4436b-2
20537141	hsa-mir-4444-2
20537142	hsa-mir-3670-2
20537143	hsa-mir-3680-2
20537144	hsa-mir-4524b
20537145	hsa-mir-5571
20537146	hsa-mir-5100
20537147	hsa-mir-5572
20537148	hsa-mir-548aq
20537149	hsa-mir-548ar
20537150	hsa-mir-5579
20537151	hsa-mir-664b
20537152	hsa-mir-5580
20537153	hsa-mir-5581
20537154	hsa-mir-548at
20537155	hsa-mir-5582
20537156	hsa-mir-5583-1
20537157	hsa-mir-5583-2
20537158	hsa-mir-5583-2
20537159	hsa-mir-5584
20537160	hsa-mir-5585
20537161	hsa-mir-5586
20537162	hsa-mir-5587
20537163	hsa-mir-548au
20537164	hsa-mir-1295b
20537165	hsa-mir-5589
20537166	hsa-mir-4536-2
20537167	hsa-mir-5590
20537168	hsa-mir-5591
20537169	hsa-mir-548av
20537170	hsa-mir-548av
20537194	hsa-mir-5680
20537195	hsa-mir-5681a
20537196	hsa-mir-5681a
20537197	hsa-mir-5682
20537198	hsa-mir-548aw
20537199	hsa-mir-5683
20537200	hsa-mir-5684
20537201	hsa-mir-5685
20537202	hsa-mir-5692c-1
20537203	hsa-mir-5692c-1
20537204	hsa-mir-5692c-2
20537205	hsa-mir-5687
20537206	hsa-mir-5688
20537207	hsa-mir-5681b
20537208	hsa-mir-5681b
20537209	hsa-mir-5689
20537210	hsa-mir-5690
20537211	hsa-mir-5691
20537212	hsa-mir-5692a-1
20537213	hsa-mir-5692a-2
20537214	hsa-mir-4666b
20537215	hsa-mir-5693
20537216	hsa-mir-5694
20537217	hsa-mir-5695
20537218	hsa-mir-5696
20537219	hsa-mir-5697
20537220	hsa-mir-5698
20537221	hsa-mir-5699
20537222	hsa-mir-5700
20537223	hsa-mir-5701-1
20537224	hsa-mir-5702
20537225	hsa-mir-5703
20537226	hsa-mir-5692b
20537227	hsa-mir-5704
20537228	hsa-mir-5705
20537229	hsa-mir-5706
20537230	hsa-mir-5707
20537231	hsa-mir-5708
20537236	hsa-mir-5739
20537237	hsa-mir-5701-2
20537238	hsa-mir-5787
20537239	hsa-mir-1199
20537241	hsa-mir-6068
20537242	hsa-mir-6069
20537243	hsa-mir-6070
20537244	hsa-mir-6071
20537245	hsa-mir-6072
20537246	hsa-mir-6073
20537247	hsa-mir-6074
20537248	hsa-mir-6075
20537249	hsa-mir-6076
20537250	hsa-mir-6077-1
20537251	hsa-mir-6078
20537252	hsa-mir-6079
20537253	hsa-mir-6080
20537254	hsa-mir-6081
20537255	hsa-mir-6082
20537256	hsa-mir-6083
20537257	hsa-mir-6084
20537258	hsa-mir-6085
20537259	hsa-mir-6086
20537260	hsa-mir-6088
20537261	hsa-mir-6089-1
20537262	hsa-mir-6090
20537264	hsa-mir-6124
20537265	hsa-mir-6125
20537266	hsa-mir-6126
20537267	hsa-mir-6127
20537268	hsa-mir-6128
20537269	hsa-mir-378j
20537270	hsa-mir-6129
20537271	hsa-mir-6130
20537272	hsa-mir-6131
20537273	hsa-mir-6132
20537274	hsa-mir-6132
20537275	hsa-mir-6133
20537276	hsa-mir-6134
20537277	hsa-mir-6165
20537428	hsa-mir-6499
20537429	hsa-mir-548ay
20537430	hsa-mir-6500
20537431	hsa-mir-548az
20537432	hsa-mir-6501
20537433	hsa-mir-6502
20537434	hsa-mir-6503
20537435	hsa-mir-6504
20537436	hsa-mir-6505
20537437	hsa-mir-6506
20537438	hsa-mir-6507
20537439	hsa-mir-6508
20537440	hsa-mir-6509
20537441	hsa-mir-6510
20537442	hsa-mir-6511a-1
20537443	hsa-mir-6512
20537444	hsa-mir-6513
20537445	hsa-mir-6514
20537446	hsa-mir-6515
20537455	hsa-mir-6715a
20537456	hsa-mir-6715b
20537457	hsa-mir-6716
20537458	hsa-mir-6717
20537459	hsa-mir-6511b-1
20537460	hsa-mir-6718
20537461	hsa-mir-6719
20537462	hsa-mir-6720
20537463	hsa-mir-6721
20537464	hsa-mir-6722
20537465	hsa-mir-6723
20537466	hsa-mir-6724
20537467	hsa-mir-892c
20537468	hsa-mir-892c
20537469	hsa-mir-6726
20537470	hsa-mir-6727
20537471	hsa-mir-6727
20537472	hsa-mir-6728
20537473	hsa-mir-6729
20537474	hsa-mir-6730
20537475	hsa-mir-6731
20537476	hsa-mir-6732
20537477	hsa-mir-6733
20537478	hsa-mir-6734
20537479	hsa-mir-6735
20537480	hsa-mir-6736
20537481	hsa-mir-6738
20537482	hsa-mir-6739
20537483	hsa-mir-6740
20537484	hsa-mir-6741
20537485	hsa-mir-6742
20537486	hsa-mir-6743
20537487	hsa-mir-6744
20537488	hsa-mir-6745
20537489	hsa-mir-6746
20537490	hsa-mir-6747
20537491	hsa-mir-6748
20537492	hsa-mir-6749
20537493	hsa-mir-6750
20537494	hsa-mir-6751
20537495	hsa-mir-6752
20537496	hsa-mir-6753
20537497	hsa-mir-6754
20537498	hsa-mir-6755
20537499	hsa-mir-6756
20537500	hsa-mir-6757
20537501	hsa-mir-6758
20537502	hsa-mir-6759
20537503	hsa-mir-6760
20537504	hsa-mir-6761
20537505	hsa-mir-6762
20537506	hsa-mir-6763
20537507	hsa-mir-6764
20537508	hsa-mir-6765
20537509	hsa-mir-6766
20537510	hsa-mir-6767
20537511	hsa-mir-6768
20537512	hsa-mir-6769a
20537513	hsa-mir-6770-1
20537514	hsa-mir-6771
20537515	hsa-mir-6772
20537516	hsa-mir-6773
20537517	hsa-mir-6774
20537518	hsa-mir-6775
20537519	hsa-mir-6776
20537520	hsa-mir-6777
20537521	hsa-mir-6778
20537522	hsa-mir-6779
20537523	hsa-mir-6780a
20537524	hsa-mir-6781
20537525	hsa-mir-6782
20537526	hsa-mir-6783
20537527	hsa-mir-6784
20537528	hsa-mir-6785
20537529	hsa-mir-6786
20537530	hsa-mir-6787
20537531	hsa-mir-6788
20537532	hsa-mir-6789
20537533	hsa-mir-6790
20537534	hsa-mir-6791
20537535	hsa-mir-6792
20537536	hsa-mir-6793
20537537	hsa-mir-6794
20537538	hsa-mir-6795
20537539	hsa-mir-6796
20537540	hsa-mir-6797
20537541	hsa-mir-6798
20537542	hsa-mir-6799
20537543	hsa-mir-6800
20537544	hsa-mir-6800
20537545	hsa-mir-6801
20537546	hsa-mir-6802
20537547	hsa-mir-6803
20537548	hsa-mir-6804
20537549	hsa-mir-6805
20537550	hsa-mir-6806
20537551	hsa-mir-6807
20537552	hsa-mir-6808
20537553	hsa-mir-6809
20537554	hsa-mir-6810
20537555	hsa-mir-6811
20537556	hsa-mir-6812
20537557	hsa-mir-6813
20537558	hsa-mir-6814
20537559	hsa-mir-6815
20537560	hsa-mir-6816
20537561	hsa-mir-6817
20537562	hsa-mir-6818
20537563	hsa-mir-6819
20537564	hsa-mir-6820
20537565	hsa-mir-6821
20537566	hsa-mir-6822
20537567	hsa-mir-6823
20537568	hsa-mir-6824
20537569	hsa-mir-6825
20537570	hsa-mir-6826
20537571	hsa-mir-6827
20537572	hsa-mir-6828
20537573	hsa-mir-6829
20537574	hsa-mir-6830
20537575	hsa-mir-6831
20537576	hsa-mir-6832
20537577	hsa-mir-6833
20537578	hsa-mir-6834
20537579	hsa-mir-6835
20537580	hsa-mir-6780b
20537581	hsa-mir-6836
20537582	hsa-mir-6837
20537583	hsa-mir-6838
20537584	hsa-mir-6839
20537585	hsa-mir-6840
20537586	hsa-mir-6841
20537587	hsa-mir-6842
20537588	hsa-mir-6843
20537589	hsa-mir-6844
20537590	hsa-mir-6845
20537591	hsa-mir-6846
20537592	hsa-mir-6847
20537593	hsa-mir-6848
20537594	hsa-mir-6849
20537595	hsa-mir-6850
20537596	hsa-mir-6851
20537597	hsa-mir-6852
20537598	hsa-mir-6853
20537599	hsa-mir-6854
20537600	hsa-mir-6855
20537601	hsa-mir-6856
20537602	hsa-mir-6857
20537603	hsa-mir-6858
20537604	hsa-mir-6859-1
20537605	hsa-mir-6769b
20537606	hsa-mir-6860
20537607	hsa-mir-6861
20537608	hsa-mir-6862-1
20537609	hsa-mir-6863
20537610	hsa-mir-6864
20537611	hsa-mir-6865
20537612	hsa-mir-6866
20537613	hsa-mir-6867
20537614	hsa-mir-6868
20537615	hsa-mir-6869
20537616	hsa-mir-6870
20537617	hsa-mir-6871
20537618	hsa-mir-6872
20537619	hsa-mir-6873
20537620	hsa-mir-6874
20537621	hsa-mir-6875
20537622	hsa-mir-6876
20537623	hsa-mir-6877
20537624	hsa-mir-6878
20537625	hsa-mir-6879
20537626	hsa-mir-6880
20537627	hsa-mir-6881
20537628	hsa-mir-6882
20537629	hsa-mir-6883
20537630	hsa-mir-6884
20537631	hsa-mir-6885
20537632	hsa-mir-6886
20537633	hsa-mir-6887
20537634	hsa-mir-6888
20537635	hsa-mir-6889
20537636	hsa-mir-6890
20537637	hsa-mir-6891
20537638	hsa-mir-6892
20537639	hsa-mir-6893
20537640	hsa-mir-6894
20537641	hsa-mir-6895
20537846	hsa-mir-7106
20537847	hsa-mir-7107
20537848	hsa-mir-7108
20537849	hsa-mir-7109
20537850	hsa-mir-7110
20537851	hsa-mir-7111
20537852	hsa-mir-7112-1
20537853	hsa-mir-7113
20537854	hsa-mir-7114
20537858	hsa-mir-6511b-2
20537860	hsa-mir-3690-2
20537861	hsa-mir-6077-2
20537862	hsa-mir-6089-2
20537863	hsa-mir-6511a-2
20537864	hsa-mir-6511a-3
20537865	hsa-mir-6511a-4
20537866	hsa-mir-7150
20537867	hsa-mir-7151
20537868	hsa-mir-7152
20537869	hsa-mir-7153
20537870	hsa-mir-7154
20537871	hsa-mir-7155
20537872	hsa-mir-7156
20537873	hsa-mir-7157
20537874	hsa-mir-7158
20537875	hsa-mir-7161
20537876	hsa-mir-7159
20537877	hsa-mir-7160
20537878	hsa-mir-486-2
20537879	hsa-mir-486-2
20537880	hsa-mir-7162
20537913	hsa-mir-7515
20537977	hsa-mir-7702
20537978	hsa-mir-7703
20537979	hsa-mir-7704
20537980	hsa-mir-7705
20537981	hsa-mir-7706
20537983	hsa-mir-7843
20537984	hsa-mir-4433b
20537985	hsa-mir-1273h
20537986	hsa-mir-6516
20537987	hsa-mir-7844
20537988	hsa-mir-7845
20537989	hsa-mir-7846
20537990	hsa-mir-7847
20537991	hsa-mir-7848
20537992	hsa-mir-7849
20537993	hsa-mir-7850
20537994	hsa-mir-7851
20537995	hsa-mir-7852
20537996	hsa-mir-7853
20537997	hsa-mir-7854
20537998	hsa-mir-7855
20537999	hsa-mir-7856
20538000	hsa-mir-548ba
20538001	hsa-mir-548ba
20538002	hsa-mir-7973-1
20538003	hsa-mir-7973-2
20538004	hsa-mir-7973-2
20538005	hsa-mir-7974
20538006	hsa-mir-7975
20538007	hsa-mir-7976
20538008	hsa-mir-7977
20538009	hsa-mir-7978
20538010	hsa-mir-8052
20538011	hsa-mir-8053
20538012	hsa-mir-8054
20538013	hsa-mir-8055
20538014	hsa-mir-8056
20538015	hsa-mir-8057
20538016	hsa-mir-8058
20538017	hsa-mir-8059
20538018	hsa-mir-8060
20538019	hsa-mir-8061
20538020	hsa-mir-8062
20538021	hsa-mir-8063
20538022	hsa-mir-8064
20538023	hsa-mir-8065
20538024	hsa-mir-8066
20538025	hsa-mir-8067
20538026	hsa-mir-8068
20538027	hsa-mir-8069
20538028	hsa-mir-8070
20538029	hsa-mir-8070
20538030	hsa-mir-8071-1
20538031	hsa-mir-8072
20538032	hsa-mir-8073
20538033	hsa-mir-8074
20538034	hsa-mir-8075
20538035	hsa-mir-8075
20538036	hsa-mir-8076
20538037	hsa-mir-8077
20538038	hsa-mir-8078
20538039	hsa-mir-8079
20538040	hsa-mir-8080
20538041	hsa-mir-8081
20538042	hsa-mir-8082
20538043	hsa-mir-8083
20538044	hsa-mir-8084
20538045	hsa-mir-8085
20538046	hsa-mir-8086
20538047	hsa-mir-8087
20538048	hsa-mir-8088
20538049	hsa-mir-8089
20538091	hsa-mir-7112-2
20538092	hsa-mir-6862-2
20538093	hsa-mir-8071-2
20538094	hsa-mir-6770-2
20538095	hsa-mir-6770-3
20538096	hsa-mir-6859-2
20538097	hsa-mir-6859-3
20538098	---
20538099	---
20538100	---
20538101	---
20538102	---
20538103	---
20538104	---
20538105	---
20538106	---
20538107	---
20538108	---
20538109	---
20538110	---
20538111	---
20538112	---
20538113	---
20538114	---
20538115	---
20538116	---
20538117	---
20538118	---
20538119	---
20538120	---
20538121	---
20538122	---
20538123	---
20538124	---
20538125	---
20538126	---
20538127	---
20538128	---
20538129	---
20538130	---
20538131	---
20538132	---
20538133	---
20538134	---
20538135	---
20538136	---
20538137	---
20538138	---
20538139	---
20538140	---
20538141	---
20538142	---
20538143	---
20538144	---
20538145	---
20538146	---
20538147	---
20538148	---
20538149	---
20538150	---
20538151	---
20538152	---
20538153	---
20538154	---
20538155	---
20538156	---
20538157	---
20538158	---
20538159	---
20538160	---
20538161	---
20538162	---
20538163	---
20538164	---
20538165	---
20538166	---
20538167	---
20538168	---
20538169	---
20538170	---
20538171	---
20538172	---
20538173	---
20538174	---
20538175	---
20538176	---
20538177	---
20538178	---
20538179	---
20538180	---
20538181	---
20538182	---
20538183	---
20538184	---
20538185	---
20538186	---
20538187	---
20538188	---
20538189	---
20538190	---
20538191	---
20538192	---
20538193	---
20538194	---
20538195	---
20538196	---
20538197	---
20538198	---
20538199	---
20538200	---
20538201	---
20538202	---
20538203	---
20538204	---
20538205	---
20538206	---
20538207	---
20538208	---
20538209	---
20538210	---
20538211	---
20538212	---
20538213	---
20538214	---
20538215	---
20538216	---
20538217	---
20538218	---
20538219	---
20538220	---
20538221	---
20538222	---
20538223	---
20538224	---
20538225	---
20538226	---
20538227	---
20538228	---
20538229	---
20538230	---
20538231	---
20538232	---
20538233	---
20538234	---
20538235	---
20538236	---
20538237	---
20538238	---
20538239	---
20538240	---
20538241	---
20538242	---
20538243	---
20538244	---
20538245	---
20538246	---
20538247	---
20538248	---
20538249	---
20538250	---
20538251	---
20538252	---
20538253	---
20538254	---
20538255	---
20538256	---
20538257	---
20538258	---
20538259	---
20538260	---
20538261	---
20538262	---
20538263	---
20538264	---
20538265	---
20538266	---
20538267	---
20538268	---
20538269	---
20538270	---
20538271	---
20538272	---
20538273	---
20538274	---
20538275	---
20538276	---
20538277	---
20538278	---
20538279	---
20538280	---
20538281	---
20538282	---
20538283	---
20538284	---
20538285	---
20538286	---
20538287	---
20538288	---
20538289	---
20538290	---
20538291	---
20538292	---
20538293	---
20538294	---
20538295	---
20538296	---
20538297	---
20538298	---
20538299	---
20538300	---
20538301	---
20538302	---
20538303	---
20538304	---
20538305	---
20538306	---
20538307	---
20538308	---
20538309	---
20538310	---
20538311	---
20538312	hsa-mir-548n
20538313	hsa-mir-548n
20538314	hsa-mir-3133
20538315	hsa-mir-3613
20538316	hsa-mir-548h-5
20538317	hsa-mir-4434
20538318	hsa-mir-548aj-2
20538319	hsa-mir-4466
20538320	hsa-mir-548am
20538321	hsa-mir-548am
20538322	---
20538323	---
20538324	---
20538325	---
20538326	---
20538327	---
20538328	---
20538482	---
20538483	---
20538484	---
20538485	---
20538486	---
20538487	---
20538488	---
20538489	---
20538490	---
20538491	---
