ProbeID	miRNA_name
20519607	hsa-miR-4749-5p
20519608	hsa-miR-4749-3p
20519609	hsa-miR-4750-5p
20519610	hsa-miR-4750-3p
20519611	hsa-miR-4751
20519612	hsa-miR-4752
20519613	hsa-miR-4753-5p
20519614	hsa-miR-4753-3p
20519615	hsa-miR-371b-5p
20519616	hsa-miR-371b-3p
20519617	hsa-miR-4754
20519618	hsa-miR-4755-5p
20519619	hsa-miR-4755-3p
20519620	hsa-miR-499b-5p
20519621	hsa-miR-499b-3p
20519622	hsa-miR-4756-5p
20519623	hsa-miR-4756-3p
20519624	hsa-miR-4757-5p
20519625	hsa-miR-4757-3p
20519626	hsa-miR-4758-5p
20519627	hsa-miR-4758-3p
20519628	hsa-miR-4759
20519629	hsa-miR-4760-5p
20519630	hsa-miR-4760-3p
20519631	hsa-miR-4761-5p
20519632	hsa-miR-4761-3p
20519633	hsa-miR-4762-5p
20519634	hsa-miR-4762-3p
20519635	hsa-miR-4763-5p
20519636	hsa-miR-4763-3p
20519637	hsa-miR-4764-5p
20519638	hsa-miR-4764-3p
20519639	hsa-miR-4765
20519640	hsa-miR-4766-5p
20519641	hsa-miR-4766-3p
20519642	hsa-miR-4767
20519643	hsa-miR-4768-5p
20519644	hsa-miR-4768-3p
20519645	hsa-miR-4769-5p
20519646	hsa-miR-4769-3p
20519647	hsa-miR-4770
20519648	hsa-miR-4771
20519649	hsa-miR-4772-5p
20519650	hsa-miR-4772-3p
20519651	hsa-miR-4773
20519652	hsa-miR-4774-5p
20519653	hsa-miR-4774-3p
20519654	hsa-miR-4775
20519655	hsa-miR-4776-5p
20519656	hsa-miR-4776-3p
20519657	hsa-miR-4777-5p
20519658	hsa-miR-4777-3p
20519659	hsa-miR-4778-5p
20519660	hsa-miR-4778-3p
20519661	hsa-miR-4779
20519662	hsa-miR-4780
20519663	hsa-miR-4436b-5p
20519664	hsa-miR-4436b-3p
20519665	hsa-miR-4781-5p
20519666	hsa-miR-4781-3p
20519667	hsa-miR-4782-5p
20519668	hsa-miR-4782-3p
20519669	hsa-miR-4783-5p
20519670	hsa-miR-4783-3p
20519671	hsa-miR-4784
20519672	hsa-miR-4785
20519673	hsa-miR-1245b-5p
20519674	hsa-miR-1245b-3p
20519675	hsa-miR-2467-5p
20519676	hsa-miR-2467-3p
20519677	hsa-miR-4786-5p
20519678	hsa-miR-4786-3p
20519679	hsa-miR-4787-5p
20519680	hsa-miR-4787-3p
20519681	hsa-miR-4788
20519682	hsa-miR-4789-5p
20519683	hsa-miR-4789-3p
20519684	hsa-miR-4790-5p
20519685	hsa-miR-4790-3p
20519686	hsa-miR-4791
20519687	hsa-miR-4792
20519688	hsa-miR-4793-5p
20519689	hsa-miR-4793-3p
20519690	hsa-miR-4794
20519691	hsa-miR-4795-5p
20519692	hsa-miR-4795-3p
20519693	hsa-miR-4796-5p
20519694	hsa-miR-4796-3p
20519695	hsa-miR-4797-5p
20519696	hsa-miR-4797-3p
20519697	hsa-miR-4798-5p
20519698	hsa-miR-4798-3p
20519699	hsa-miR-4799-5p
20519700	hsa-miR-4799-3p
20519701	hsa-miR-4800-5p
20519702	hsa-miR-4800-3p
20519703	hsa-miR-4801
20519704	hsa-miR-4802-5p
20519705	hsa-miR-4802-3p
20519706	hsa-miR-4803
20519707	hsa-miR-4804-5p
20519708	hsa-miR-4804-3p
20520194	hsa-miR-4999-5p
20520195	hsa-miR-4999-3p
20520196	hsa-miR-5000-5p
20520197	hsa-miR-5000-3p
20520198	hsa-miR-5001-5p
20520199	hsa-miR-5001-3p
20520200	hsa-miR-5002-5p
20520201	hsa-miR-5002-3p
20520202	hsa-miR-5003-5p
20520203	hsa-miR-5003-3p
20520204	hsa-miR-5004-5p
20520205	hsa-miR-5004-3p
20520206	hsa-miR-548ao-5p
20520207	hsa-miR-548ao-3p
20520208	hsa-miR-5006-5p
20520209	hsa-miR-5006-3p
20520210	hsa-miR-5007-5p
20520211	hsa-miR-5007-3p
20520212	hsa-miR-548ap-5p
20520213	hsa-miR-548ap-3p
20520214	hsa-miR-5008-5p
20520215	hsa-miR-5008-3p
20520216	hsa-miR-5009-5p
20520217	hsa-miR-5009-3p
20520218	hsa-miR-5010-5p
20520219	hsa-miR-5010-3p
20520220	hsa-miR-5011-5p
20520221	hsa-miR-5011-3p
20520279	hsa-miR-5047
20520324	hsa-miR-5087
20520325	hsa-miR-5088-5p
20520326	hsa-miR-5088-3p
20520327	hsa-miR-5089-5p
20520328	hsa-miR-5089-3p
20520329	hsa-miR-5090
20520330	hsa-miR-5091
20520331	hsa-miR-5092
20520332	hsa-miR-5093
20520333	hsa-miR-5094
20520348	hsa-miR-5095
20520349	hsa-miR-1273f
20520350	hsa-miR-1273g-5p
20520351	hsa-miR-1273g-3p
20520352	hsa-miR-5096
20520564	hsa-miR-5186
20520565	hsa-miR-5187-5p
20520566	hsa-miR-5187-3p
20520567	hsa-miR-5188
20520568	hsa-miR-5189-5p
20520569	hsa-miR-5189-3p
20520570	hsa-miR-5190
20520571	hsa-miR-5191
20520572	hsa-miR-5192
20520573	hsa-miR-5193
20520574	hsa-miR-5194
20520575	hsa-miR-5195-5p
20520576	hsa-miR-5195-3p
20520577	hsa-miR-5196-5p
20520578	hsa-miR-5196-3p
20520579	hsa-miR-5197-5p
20520580	hsa-miR-5197-3p
20521781	hsa-miR-4524b-5p
20521782	hsa-miR-4524b-3p
20521783	hsa-miR-5571-5p
20521784	hsa-miR-5571-3p
20521785	hsa-miR-5100
20521786	hsa-miR-5572
20521802	hsa-miR-548aq-5p
20521803	hsa-miR-548aq-3p
20521804	hsa-miR-548ar-5p
20521805	hsa-miR-548ar-3p
20521806	hsa-miR-548as-5p
20521807	hsa-miR-548as-3p
20521808	hsa-miR-5579-5p
20521809	hsa-miR-5579-3p
20521810	hsa-miR-664b-5p
20521811	hsa-miR-664b-3p
20521812	hsa-miR-5580-5p
20521813	hsa-miR-5580-3p
20521814	hsa-miR-5581-5p
20521815	hsa-miR-5581-3p
20521816	hsa-miR-548at-5p
20521817	hsa-miR-548at-3p
20521818	hsa-miR-5582-5p
20521819	hsa-miR-5582-3p
20521820	hsa-miR-5583-5p
20521821	hsa-miR-5583-3p
20521822	hsa-miR-5584-5p
20521823	hsa-miR-5584-3p
20521824	hsa-miR-5585-5p
20521825	hsa-miR-5585-3p
20521826	hsa-miR-5586-5p
20521827	hsa-miR-5586-3p
20521828	hsa-miR-5587-5p
20521829	hsa-miR-5587-3p
20521830	hsa-miR-548au-5p
20521831	hsa-miR-548au-3p
20521832	hsa-miR-1295b-5p
20521833	hsa-miR-1295b-3p
20521834	hsa-miR-5588-5p
20521835	hsa-miR-5588-3p
20521836	hsa-miR-5589-5p
20521837	hsa-miR-5589-3p
20521838	hsa-miR-5590-5p
20521839	hsa-miR-5590-3p
20521840	hsa-miR-5591-5p
20521841	hsa-miR-5591-3p
20521842	hsa-miR-548av-5p
20521843	hsa-miR-548av-3p
20522011	hsa-miR-5680
20522012	hsa-miR-5681a
20522013	hsa-miR-5682
20522014	hsa-miR-548aw
20522015	hsa-miR-5683
20522016	hsa-miR-5684
20522017	hsa-miR-548ax
20522018	hsa-miR-5685
20522019	hsa-miR-5692c
20522020	hsa-miR-5687
20522021	hsa-miR-5688
20522022	hsa-miR-5681b
20522023	hsa-miR-5689
20522024	hsa-miR-5690
20522025	hsa-miR-5691
20522026	hsa-miR-5692a
20522027	hsa-miR-4666b
20522028	hsa-miR-5693
20522029	hsa-miR-5694
20522030	hsa-miR-5695
20522031	hsa-miR-5696
20522032	hsa-miR-5697
20522033	hsa-miR-5698
20522034	hsa-miR-5699-5p
20522035	hsa-miR-5699-3p
20522036	hsa-miR-5700
20522037	hsa-miR-5701
20522038	hsa-miR-5702
20522039	hsa-miR-5703
20522040	hsa-miR-5692b
20522041	hsa-miR-5704
20522042	hsa-miR-5705
20522043	hsa-miR-5706
20522044	hsa-miR-5707
20522045	hsa-miR-5708
20522180	hsa-miR-5739
20522537	hsa-miR-5787
20522990	hsa-miR-1199-5p
20522991	hsa-miR-1199-3p
20523000	hsa-miR-6068
20523001	hsa-miR-6069
20523002	hsa-miR-6070
20523003	hsa-miR-6071
20523004	hsa-miR-6072
20523005	hsa-miR-6073
20523006	hsa-miR-6074
20523007	hsa-miR-6075
20523008	hsa-miR-6076
20523009	hsa-miR-6077
20523010	hsa-miR-6078
20523011	hsa-miR-6079
20523012	hsa-miR-6080
20523013	hsa-miR-6081
20523014	hsa-miR-6082
20523015	hsa-miR-6083
20523016	hsa-miR-6084
20523017	hsa-miR-6085
20523018	hsa-miR-6086
20523019	hsa-miR-6087
20523020	hsa-miR-6088
20523021	hsa-miR-6089
20523022	hsa-miR-6090
20524034	hsa-miR-6124
20524035	hsa-miR-6125
20524036	hsa-miR-6126
20524047	hsa-miR-6127
20524048	hsa-miR-6128
20524049	hsa-miR-378j
20524050	hsa-miR-6129
20524051	hsa-miR-6130
20524052	hsa-miR-6131
20524053	hsa-miR-6132
20524054	hsa-miR-6133
20524055	hsa-miR-6134
20524250	hsa-miR-6165
20524995	hsa-miR-6499-5p
20524996	hsa-miR-6499-3p
20524997	hsa-miR-548ay-5p
20524998	hsa-miR-548ay-3p
20524999	hsa-miR-6500-5p
20525000	hsa-miR-6500-3p
20525001	hsa-miR-548az-5p
20525002	hsa-miR-548az-3p
20525003	hsa-miR-6501-5p
20525004	hsa-miR-6501-3p
20525005	hsa-miR-6502-5p
20525006	hsa-miR-6502-3p
20525007	hsa-miR-6503-5p
20525008	hsa-miR-6503-3p
20525009	hsa-miR-6504-5p
20525010	hsa-miR-6504-3p
20525011	hsa-miR-6505-5p
20525012	hsa-miR-6505-3p
20525013	hsa-miR-6506-5p
20525014	hsa-miR-6506-3p
20525015	hsa-miR-6507-5p
20525016	hsa-miR-6507-3p
20525017	hsa-miR-6508-5p
20525018	hsa-miR-6508-3p
20525019	hsa-miR-6509-5p
20525020	hsa-miR-6509-3p
20525021	hsa-miR-6510-5p
20525022	hsa-miR-6510-3p
20525023	hsa-miR-6511a-5p
20525024	hsa-miR-6511a-3p
20525025	hsa-miR-6512-5p
20525026	hsa-miR-6512-3p
20525027	hsa-miR-6513-5p
20525028	hsa-miR-6513-3p
20525029	hsa-miR-6514-5p
20525030	hsa-miR-6514-3p
20525031	hsa-miR-6515-5p
20525032	hsa-miR-6515-3p
20525380	hsa-miR-6715a-3p
20525381	hsa-miR-6715b-5p
20525382	hsa-miR-6715b-3p
20525383	hsa-miR-6716-5p
20525384	hsa-miR-6716-3p
20525385	hsa-miR-6717-5p
20525386	hsa-miR-6511b-5p
20525387	hsa-miR-6511b-3p
20525388	hsa-miR-6718-5p
20525389	hsa-miR-6719-3p
20525390	hsa-miR-6720-5p
20525391	hsa-miR-6720-3p
20525392	hsa-miR-6721-5p
20525393	hsa-miR-6722-5p
20525394	hsa-miR-6722-3p
20525395	hsa-miR-6723-5p
20525396	hsa-miR-6724-5p
20525397	hsa-miR-892c-5p
20525398	hsa-miR-892c-3p
20525414	hsa-miR-6726-5p
20525415	hsa-miR-6726-3p
20525416	hsa-miR-6727-5p
20525417	hsa-miR-6727-3p
20525418	hsa-miR-6728-5p
20525419	hsa-miR-6728-3p
20525420	hsa-miR-6729-5p
20525421	hsa-miR-6729-3p
20525422	hsa-miR-6730-5p
20525423	hsa-miR-6730-3p
20525424	hsa-miR-6731-5p
20525425	hsa-miR-6731-3p
20525426	hsa-miR-6732-5p
20525427	hsa-miR-6732-3p
20525428	hsa-miR-6733-5p
20525429	hsa-miR-6733-3p
20525430	hsa-miR-6734-5p
20525431	hsa-miR-6734-3p
20525432	hsa-miR-6735-5p
20525433	hsa-miR-6735-3p
20525434	hsa-miR-6736-5p
20525435	hsa-miR-6736-3p
20525436	hsa-miR-6737-5p
20525437	hsa-miR-6737-3p
20525438	hsa-miR-6738-5p
20525439	hsa-miR-6738-3p
20525440	hsa-miR-6739-5p
20525441	hsa-miR-6739-3p
20525442	hsa-miR-6740-5p
20525443	hsa-miR-6740-3p
20525444	hsa-miR-6741-5p
20525445	hsa-miR-6741-3p
20525446	hsa-miR-6742-5p
20525447	hsa-miR-6742-3p
20525448	hsa-miR-6743-5p
20525449	hsa-miR-6743-3p
20525450	hsa-miR-6744-5p
20525451	hsa-miR-6744-3p
20525452	hsa-miR-6745
20525453	hsa-miR-6746-5p
20525454	hsa-miR-6746-3p
20525455	hsa-miR-6747-5p
20525456	hsa-miR-6747-3p
20525457	hsa-miR-6748-5p
20525458	hsa-miR-6748-3p
20525459	hsa-miR-6749-5p
20525460	hsa-miR-6749-3p
20525461	hsa-miR-6750-5p
20525462	hsa-miR-6750-3p
20525463	hsa-miR-6751-5p
20525464	hsa-miR-6751-3p
20525465	hsa-miR-6752-5p
20525466	hsa-miR-6752-3p
20525467	hsa-miR-6753-5p
20525468	hsa-miR-6753-3p
20525469	hsa-miR-6754-5p
20525470	hsa-miR-6754-3p
20525471	hsa-miR-6755-5p
20525472	hsa-miR-6755-3p
20525473	hsa-miR-6756-5p
20525474	hsa-miR-6756-3p
20525475	hsa-miR-6757-5p
20525476	hsa-miR-6757-3p
20525477	hsa-miR-6758-5p
20525478	hsa-miR-6758-3p
20525479	hsa-miR-6759-5p
20525480	hsa-miR-6759-3p
20525481	hsa-miR-6760-5p
20525482	hsa-miR-6760-3p
20525483	hsa-miR-6761-5p
20525484	hsa-miR-6761-3p
20525485	hsa-miR-6762-5p
20525486	hsa-miR-6762-3p
20525487	hsa-miR-6763-5p
20525488	hsa-miR-6763-3p
20525489	hsa-miR-6764-5p
20525490	hsa-miR-6764-3p
20525491	hsa-miR-6765-5p
20525492	hsa-miR-6765-3p
20525493	hsa-miR-6766-5p
20525494	hsa-miR-6766-3p
20525495	hsa-miR-6767-5p
20525496	hsa-miR-6767-3p
20525497	hsa-miR-6768-5p
20525498	hsa-miR-6768-3p
20525499	hsa-miR-6769a-5p
20525500	hsa-miR-6769a-3p
20525501	hsa-miR-6770-5p
20525502	hsa-miR-6770-3p
20525503	hsa-miR-6771-5p
20525504	hsa-miR-6771-3p
20525505	hsa-miR-6772-5p
20525506	hsa-miR-6772-3p
20525507	hsa-miR-6773-5p
20525508	hsa-miR-6773-3p
20525509	hsa-miR-6774-5p
20525510	hsa-miR-6774-3p
20525511	hsa-miR-6775-5p
20525512	hsa-miR-6775-3p
20525513	hsa-miR-6776-5p
20525514	hsa-miR-6776-3p
20525515	hsa-miR-6777-5p
20525516	hsa-miR-6777-3p
20525517	hsa-miR-6778-5p
20525518	hsa-miR-6778-3p
20525519	hsa-miR-6779-5p
20525520	hsa-miR-6779-3p
20525521	hsa-miR-6780a-5p
20525522	hsa-miR-6780a-3p
20525523	hsa-miR-6781-5p
20525524	hsa-miR-6781-3p
20525525	hsa-miR-6782-5p
20525526	hsa-miR-6782-3p
20525527	hsa-miR-6783-5p
20525528	hsa-miR-6783-3p
20525529	hsa-miR-6784-5p
20525530	hsa-miR-6784-3p
20525531	hsa-miR-6785-5p
20525532	hsa-miR-6785-3p
20525533	hsa-miR-6786-5p
20525534	hsa-miR-6786-3p
20525535	hsa-miR-6787-5p
20525536	hsa-miR-6787-3p
20525537	hsa-miR-6788-5p
20525538	hsa-miR-6788-3p
20525539	hsa-miR-6789-5p
20525540	hsa-miR-6789-3p
20525541	hsa-miR-6790-5p
20525542	hsa-miR-6790-3p
20525543	hsa-miR-6791-5p
20525544	hsa-miR-6791-3p
20525545	hsa-miR-6792-5p
20525546	hsa-miR-6792-3p
20525547	hsa-miR-6793-5p
20525548	hsa-miR-6793-3p
20525549	hsa-miR-6794-5p
20525550	hsa-miR-6794-3p
20525551	hsa-miR-6795-5p
20525552	hsa-miR-6795-3p
20525553	hsa-miR-6796-5p
20525554	hsa-miR-6796-3p
20525555	hsa-miR-6797-5p
20525556	hsa-miR-6797-3p
20525557	hsa-miR-6798-5p
20525558	hsa-miR-6798-3p
20525559	hsa-miR-6799-5p
20525560	hsa-miR-6799-3p
20525561	hsa-miR-6800-5p
20525562	hsa-miR-6800-3p
20525563	hsa-miR-6801-5p
20525564	hsa-miR-6801-3p
20525565	hsa-miR-6802-5p
20525566	hsa-miR-6802-3p
20525567	hsa-miR-6803-5p
20525568	hsa-miR-6803-3p
20525569	hsa-miR-6804-5p
20525570	hsa-miR-6804-3p
20525571	hsa-miR-6805-5p
20525572	hsa-miR-6805-3p
20525573	hsa-miR-6806-5p
20525574	hsa-miR-6806-3p
20525575	hsa-miR-6807-5p
20525576	hsa-miR-6807-3p
20525577	hsa-miR-6808-5p
20525578	hsa-miR-6808-3p
20525579	hsa-miR-6809-5p
20525580	hsa-miR-6809-3p
20525581	hsa-miR-6810-5p
20525582	hsa-miR-6810-3p
20525583	hsa-miR-6811-5p
20525584	hsa-miR-6811-3p
20525585	hsa-miR-6812-5p
20525586	hsa-miR-6812-3p
20525587	hsa-miR-6813-5p
20525588	hsa-miR-6813-3p
20525589	hsa-miR-6814-5p
20525590	hsa-miR-6814-3p
20525591	hsa-miR-6815-5p
20525592	hsa-miR-6815-3p
20525593	hsa-miR-6816-5p
20525594	hsa-miR-6816-3p
20525595	hsa-miR-6817-5p
20525596	hsa-miR-6817-3p
20525597	hsa-miR-6818-5p
20525598	hsa-miR-6818-3p
20525599	hsa-miR-6819-5p
20525600	hsa-miR-6819-3p
20525601	hsa-miR-6820-5p
20525602	hsa-miR-6820-3p
20525603	hsa-miR-6821-5p
20525604	hsa-miR-6821-3p
20525605	hsa-miR-6822-5p
20525606	hsa-miR-6822-3p
20525607	hsa-miR-6823-5p
20525608	hsa-miR-6823-3p
20525609	hsa-miR-6824-5p
20525610	hsa-miR-6824-3p
20525611	hsa-miR-6825-5p
20525612	hsa-miR-6825-3p
20525613	hsa-miR-6826-5p
20525614	hsa-miR-6826-3p
20525615	hsa-miR-6827-5p
20525616	hsa-miR-6827-3p
20525617	hsa-miR-6828-5p
20525618	hsa-miR-6828-3p
20525619	hsa-miR-6829-5p
20525620	hsa-miR-6829-3p
20525621	hsa-miR-6830-5p
20525622	hsa-miR-6830-3p
20525623	hsa-miR-6831-5p
20525624	hsa-miR-6831-3p
20525625	hsa-miR-6832-5p
20525626	hsa-miR-6832-3p
20525627	hsa-miR-6833-5p
20525628	hsa-miR-6833-3p
20525629	hsa-miR-6834-5p
20525630	hsa-miR-6834-3p
20525631	hsa-miR-6835-5p
20525632	hsa-miR-6835-3p
20525633	hsa-miR-6780b-5p
20525634	hsa-miR-6780b-3p
20525635	hsa-miR-6836-5p
20525636	hsa-miR-6836-3p
20525637	hsa-miR-6837-5p
20525638	hsa-miR-6837-3p
20525639	hsa-miR-6838-5p
20525640	hsa-miR-6838-3p
20525641	hsa-miR-6839-5p
20525642	hsa-miR-6839-3p
20525643	hsa-miR-6840-5p
20525644	hsa-miR-6840-3p
20525645	hsa-miR-6841-5p
20525646	hsa-miR-6841-3p
20525647	hsa-miR-6842-5p
20525648	hsa-miR-6842-3p
20525649	hsa-miR-6843-3p
20525650	hsa-miR-6844
20525651	hsa-miR-6845-5p
20525652	hsa-miR-6845-3p
20525653	hsa-miR-6846-5p
20525654	hsa-miR-6846-3p
20525655	hsa-miR-6847-5p
20525656	hsa-miR-6847-3p
20525657	hsa-miR-6848-5p
20525658	hsa-miR-6848-3p
20525659	hsa-miR-6849-5p
20525660	hsa-miR-6849-3p
20525661	hsa-miR-6850-5p
20525662	hsa-miR-6850-3p
20525663	hsa-miR-6851-5p
20525664	hsa-miR-6851-3p
20525665	hsa-miR-6852-5p
20525666	hsa-miR-6852-3p
20525667	hsa-miR-6853-5p
20525668	hsa-miR-6853-3p
20525669	hsa-miR-6854-5p
20525670	hsa-miR-6854-3p
20525671	hsa-miR-6855-5p
20525672	hsa-miR-6855-3p
20525673	hsa-miR-6856-5p
20525674	hsa-miR-6856-3p
20525675	hsa-miR-6857-5p
20525676	hsa-miR-6857-3p
20525677	hsa-miR-6858-5p
20525678	hsa-miR-6858-3p
20525679	hsa-miR-6859-5p
20525680	hsa-miR-6859-3p
20525681	hsa-miR-6769b-5p
20525682	hsa-miR-6769b-3p
20525683	hsa-miR-6860
20525684	hsa-miR-6861-5p
20525685	hsa-miR-6861-3p
20525686	hsa-miR-6862-5p
20525687	hsa-miR-6862-3p
20525688	hsa-miR-6863
20525689	hsa-miR-6864-5p
20525690	hsa-miR-6864-3p
20525691	hsa-miR-6865-5p
20525692	hsa-miR-6865-3p
20525693	hsa-miR-6866-5p
20525694	hsa-miR-6866-3p
20525695	hsa-miR-6867-5p
20525696	hsa-miR-6867-3p
20525697	hsa-miR-6868-5p
20525698	hsa-miR-6868-3p
20525699	hsa-miR-6869-5p
20525700	hsa-miR-6869-3p
20525701	hsa-miR-6870-5p
20525702	hsa-miR-6870-3p
20525703	hsa-miR-6871-5p
20525704	hsa-miR-6871-3p
20525705	hsa-miR-6872-5p
20525706	hsa-miR-6872-3p
20525707	hsa-miR-6873-5p
20525708	hsa-miR-6873-3p
20525709	hsa-miR-6874-5p
20525710	hsa-miR-6874-3p
20525711	hsa-miR-6875-5p
20525712	hsa-miR-6875-3p
20525713	hsa-miR-6876-5p
20525714	hsa-miR-6876-3p
20525715	hsa-miR-6877-5p
20525716	hsa-miR-6877-3p
20525717	hsa-miR-6878-5p
20525718	hsa-miR-6878-3p
20525719	hsa-miR-6879-5p
20525720	hsa-miR-6879-3p
20525721	hsa-miR-6880-5p
20525722	hsa-miR-6880-3p
20525723	hsa-miR-6881-5p
20525724	hsa-miR-6881-3p
20525725	hsa-miR-6882-5p
20525726	hsa-miR-6882-3p
20525727	hsa-miR-6883-5p
20525728	hsa-miR-6883-3p
20525729	hsa-miR-6884-5p
20525730	hsa-miR-6884-3p
20525731	hsa-miR-6885-5p
20525732	hsa-miR-6885-3p
20525733	hsa-miR-6886-5p
20525734	hsa-miR-6886-3p
20525735	hsa-miR-6887-5p
20525736	hsa-miR-6887-3p
20525737	hsa-miR-6888-5p
20525738	hsa-miR-6888-3p
20525739	hsa-miR-6889-5p
20525740	hsa-miR-6889-3p
20525741	hsa-miR-6890-5p
20525742	hsa-miR-6890-3p
20525743	hsa-miR-6891-5p
20525744	hsa-miR-6891-3p
20525745	hsa-miR-6892-5p
20525746	hsa-miR-6892-3p
20525747	hsa-miR-6893-5p
20525748	hsa-miR-6893-3p
20525749	hsa-miR-6894-5p
20525750	hsa-miR-6894-3p
20525751	hsa-miR-6895-5p
20525752	hsa-miR-6895-3p
20526170	hsa-miR-7106-5p
20526171	hsa-miR-7106-3p
20526172	hsa-miR-7107-5p
20526173	hsa-miR-7107-3p
20526174	hsa-miR-7108-5p
20526175	hsa-miR-7108-3p
20526176	hsa-miR-7109-5p
20526177	hsa-miR-7109-3p
20526178	hsa-miR-7110-5p
20526179	hsa-miR-7110-3p
20526180	hsa-miR-7111-5p
20526181	hsa-miR-7111-3p
20526182	hsa-miR-7112-5p
20526183	hsa-miR-7112-3p
20526184	hsa-miR-7113-5p
20526185	hsa-miR-7113-3p
20526186	hsa-miR-7114-5p
20526187	hsa-miR-7114-3p
20526861	hsa-miR-7150
20526862	hsa-miR-7151-5p
20526863	hsa-miR-7151-3p
20526864	hsa-miR-7152-5p
20526865	hsa-miR-7152-3p
20526866	hsa-miR-7153-5p
20526867	hsa-miR-7153-3p
20526868	hsa-miR-7154-5p
20526869	hsa-miR-7154-3p
20526870	hsa-miR-7155-5p
20526871	hsa-miR-7155-3p
20526872	hsa-miR-7156-5p
20526873	hsa-miR-7156-3p
20526874	hsa-miR-7157-5p
20526875	hsa-miR-7157-3p
20526876	hsa-miR-7158-5p
20526877	hsa-miR-7158-3p
20526878	hsa-miR-7161-5p
20526879	hsa-miR-7161-3p
20526880	hsa-miR-7159-5p
20526881	hsa-miR-7159-3p
20526882	hsa-miR-7160-5p
20526883	hsa-miR-7160-3p
20526884	hsa-miR-7162-5p
20526885	hsa-miR-7162-3p
20528000	hsa-miR-7515
20528493	hsa-miR-7641
20528731	hsa-miR-7702
20528732	hsa-miR-7703
20528733	hsa-miR-7704
20528734	hsa-miR-7705
20528735	hsa-miR-7706
20529128	hsa-miR-7843-5p
20529129	hsa-miR-7843-3p
20529130	hsa-miR-4433b-5p
20529131	hsa-miR-4433b-3p
20529132	hsa-miR-1273h-5p
20529133	hsa-miR-1273h-3p
20529134	hsa-miR-6516-5p
20529135	hsa-miR-6516-3p
20529136	hsa-miR-7844-5p
20529137	hsa-miR-7845-5p
20529138	hsa-miR-7846-3p
20529139	hsa-miR-7847-3p
20529140	hsa-miR-7848-3p
20529141	hsa-miR-7849-3p
20529142	hsa-miR-7850-5p
20529143	hsa-miR-7851-3p
20529144	hsa-miR-7852-3p
20529145	hsa-miR-7853-5p
20529146	hsa-miR-7854-3p
20529147	hsa-miR-7855-5p
20529148	hsa-miR-7856-5p
20529563	hsa-miR-548ba
20529564	hsa-miR-7973
20529565	hsa-miR-7974
20529566	hsa-miR-7975
20529567	hsa-miR-7976
20529568	hsa-miR-7977
20529569	hsa-miR-7978
20529762	hsa-miR-8052
20529763	hsa-miR-8053
20529764	hsa-miR-8054
20529765	hsa-miR-8055
20529766	hsa-miR-8056
20529767	hsa-miR-8057
20529768	hsa-miR-8058
20529769	hsa-miR-8059
20529770	hsa-miR-8060
20529771	hsa-miR-8061
20529772	hsa-miR-8062
20529773	hsa-miR-8063
20529774	hsa-miR-8064
20529775	hsa-miR-8065
20529776	hsa-miR-8066
20529777	hsa-miR-8067
20529778	hsa-miR-8068
20529779	hsa-miR-8069
20529780	hsa-miR-8070
20529781	hsa-miR-8071
20529782	hsa-miR-8072
20529783	hsa-miR-8073
20529784	hsa-miR-8074
20529785	hsa-miR-8075
20529786	hsa-miR-8076
20529787	hsa-miR-8077
20529788	hsa-miR-8078
20529789	hsa-miR-8079
20529790	hsa-miR-8080
20529791	hsa-miR-8081
20529792	hsa-miR-8082
20529793	hsa-miR-8083
20529794	hsa-miR-8084
20529795	hsa-miR-8085
20529796	hsa-miR-8086
20529797	hsa-miR-8087
20529798	hsa-miR-8088
20529799	hsa-miR-8089
20532563	---
20532564	---
20532565	---
20532566	---
20532567	---
20532568	---
20532569	---
20532570	---
20532571	---
20532572	---
20532573	---
20532574	---
20532575	---
20532576	---
20532577	---
20532578	---
20532579	---
20532580	---
20532581	---
20532582	---
20532583	---
20532584	---
20532585	---
20532586	---
20532587	---
20532588	---
20532589	---
20532590	---
20532591	---
20532592	---
20532593	---
20532594	---
20532595	---
20532596	---
20532597	---
20532598	---
20532599	---
20532600	---
20532601	---
20532602	---
20532603	---
20532604	---
20532605	---
20532606	---
20532607	---
20532608	---
20532609	---
20532610	---
20532611	---
20532612	---
20532613	---
20532614	---
20532615	---
20532616	---
20532617	---
20532618	---
20532619	---
20532620	---
20532621	---
20532622	---
20532623	---
20532624	---
20532625	---
20532626	---
20532627	---
20532628	---
20532629	---
20532630	---
20532631	---
20532632	---
20532633	---
20532634	---
20532635	---
20532636	---
20532637	---
20532638	---
20532639	---
20532640	---
20532641	---
20532642	---
20532643	---
20532644	---
20532645	---
20532646	---
20532647	---
20532648	---
20532649	---
20532650	---
20532651	---
20532652	---
20532653	---
20532654	---
20532655	---
20532656	---
20532657	---
20532658	---
20532659	---
20532660	---
20532661	---
20532662	---
20532663	---
20532664	---
20532665	---
20532666	---
20532667	---
20532668	---
20532669	---
20532670	---
20532671	---
20532672	---
20532673	---
20532674	---
20532675	---
20532676	---
20532677	---
20532678	---
20532679	---
20532680	---
20532681	---
20532682	---
20532683	---
20532684	---
20532685	---
20532686	---
20532687	---
20532688	---
20532689	---
20532690	---
20532691	---
20532692	---
20532693	---
20532694	---
20532695	---
20532696	---
20532697	---
20532698	---
20532699	---
20532700	---
20532701	---
20532702	---
20532703	---
20532704	---
20532705	---
20532706	---
20532707	---
