Gene,logFC,diff_MZ1,diff_MZ2,diff_MZ3,t_moderated,P.Value,adj.P.Val,P.ordinary_t,consistent_direction
KRT17P5,0.18226,0.20962000000000014,0.08008999999999977,0.25707000000000013,1.3278829832887546,0.2164704803007685,0.965529473937469,0.07487373373909646,True
ENY2,-0.23418666666666654,0.2187300000000003,-0.61063,-0.31065999999999994,-1.3277643897559739,0.21650812756188642,0.965529473937469,0.4359929526398141,False
MMEL1,0.2149900000000001,0.07609000000000021,0.5926400000000003,-0.023760000000000225,1.3276468764775369,0.21654543733662313,0.965529473937469,0.37727763150507093,False
AGO3,-0.2693999999999999,-0.2090399999999999,-0.85765,0.2584900000000001,-1.3276005339800212,0.21656015229540646,0.965529473937469,0.4927139329705709,False
MIR320B1,-0.20341333333333336,0.010120000000000018,-0.5042800000000001,-0.11608000000000002,-1.327582144969213,0.21656599152211373,0.965529473937469,0.31927185128234586,False
BAALC,0.19484333333333334,0.2567999999999999,0.3700000000000001,-0.04227000000000003,1.3275667212807625,0.21657088924577816,0.965529473937469,0.25396646475671447,False
GLDN,0.19343666666666662,0.060939999999999994,0.09237000000000006,0.4269999999999998,1.3274927795592824,0.21659437040585836,0.965529473937469,0.24045061122467726,True
PROCA1,0.18443333333333337,0.30738999999999983,0.18165999999999993,0.06425000000000036,1.3273647597419413,0.21663502984062968,0.965529473937469,0.11947032008282864,True
FBXL13,0.19314,0.3198399999999999,0.29806,-0.03847999999999985,1.3272993248895801,0.2166558146056509,0.965529473937469,0.2377730367660246,False
LOC105378412,0.1910633333333334,0.05527000000000004,0.40156000000000014,0.11636000000000002,1.327276823705697,0.21666296228288082,0.965529473937469,0.21527529861785727,True
TRAPPC13,-0.18060999999999985,-0.22338999999999976,-0.21055000000000001,-0.10788999999999982,-1.327192446818725,0.21668976702978962,0.965529473937469,0.03859487496051968,True
LOC100506317,0.18000999999999986,0.23394000000000004,0.1393399999999998,0.16674999999999973,1.327078378082934,0.21672600868566064,0.965529473937469,0.023515138149096455,True
HSPA13,-0.19440999999999983,-0.3687100000000001,-0.25399999999999956,0.03948000000000018,-1.3269848778227034,0.21675571917858208,0.965529473937469,0.2508303418253573,False
LOC105369484,0.2492266666666667,0.7499499999999999,-0.2141599999999999,0.21189000000000013,1.32690641277561,0.21678065475236652,0.965529473937469,0.4658829891627734,False
PLAA,-0.22774000000000014,0.20224999999999982,-0.5659700000000001,-0.3195000000000001,-1.3267238022443455,0.2168386962906822,0.965529473937469,0.42048411198722263,False
BAIAP2-AS1,0.18465666666666666,0.28641000000000005,0.04461999999999988,0.22294000000000003,1.3266404555391162,0.2168651918322846,0.965529473937469,0.1253765027468146,True
LOC644135,0.18449999999999997,0.3039299999999998,0.19250000000000012,0.057069999999999954,1.3265954145068377,0.21687951130755914,0.965529473937469,0.1227096860668101,True
MIR337,-0.20529666666666668,-0.12636000000000003,0.026720000000000077,-0.5162500000000001,-1.326515148662021,0.21690503145190962,0.965529473937469,0.33181021209847966,False
MIR876,0.18088,0.12612,0.15543999999999997,0.26108,1.3264802982935382,0.21691611274814612,0.965529473937469,0.04769488989719627,True
ZNF91,-0.20529333333333324,-0.5264299999999997,-0.012250000000000094,-0.07719999999999994,-1.326445384486206,0.21692721469373394,0.965529473937469,0.3318724636989164,True
FYB,-0.1903166666666666,-0.05041999999999991,-0.3933099999999996,-0.12722000000000033,-1.3262702745000234,0.21698290364894074,0.965529473937469,0.20843235705623653,True
PDCD10,-0.2232666666666668,-0.059550000000000214,-0.6491200000000004,0.03887000000000018,-1.3262633020861052,0.2169851212841103,0.965529473937469,0.4077993730892513,False
CD83,-0.2101466666666667,0.1357999999999997,-0.44977,-0.3164699999999998,-1.3262261121033743,0.21699695019465984,0.965529473937469,0.3574507425276751,False
IL17RE,0.24668333333333337,0.07152000000000003,0.78274,-0.11420999999999992,1.3261710207399926,0.21701447394326234,0.965529473937469,0.46205174909404634,False
SPTBN5,-0.1821266666666667,-0.15778000000000025,-0.2851399999999997,-0.10346000000000011,-1.3261286985140714,0.21702793682690272,0.965529473937469,0.0773845039713859,True
LOC101928052,-0.18447000000000002,-0.30245,-0.05513000000000012,-0.19582999999999995,-1.3261152436393748,0.21703221702816772,0.965529473937469,0.12344018711982621,True
SIVA1,0.20434666666666645,-0.03019000000000016,0.5075699999999999,0.13565999999999967,1.3255262364772076,0.21721965885064404,0.965529473937469,0.32743621611559304,False
ATG5,0.27181333333333324,0.3562299999999996,-0.33682999999999996,0.7960400000000001,1.3254373456086934,0.21724795873283373,0.965529473937469,0.49642143680101297,False
CPB2,0.18305666666666665,0.08265999999999996,0.29716000000000004,0.16934999999999995,1.3253579563533264,0.21727323624173714,0.965529473937469,0.09893212720835319,True
GPATCH2,-0.21746,-0.2923800000000001,-0.51905,0.15905000000000014,-1.3251014815599758,0.21735491463234763,0.965529473937469,0.38914755861826866,False
ANXA2R,0.19478000000000004,0.35295999999999994,0.28156000000000003,-0.05017999999999989,1.3250966757863392,0.21735644535233845,0.965529473937469,0.25736292463474625,False
TLR9,0.1904300000000001,0.028699999999999726,0.38804000000000016,0.1545500000000004,1.325022524778902,0.2173800648490935,0.965529473937469,0.21218486609368578,True
C1orf43,-0.21720666666666646,-0.04023000000000021,-0.6137499999999996,0.002360000000000362,-1.3249533826504072,0.2174020908014246,0.965529473937469,0.3883427937404689,False
LOC105377732,0.2275733333333334,0.00602999999999998,0.6811800000000001,-0.004489999999999883,1.3249458436225134,0.2174044925515969,0.965529473937469,0.42137970732445734,False
