Ontology,GO_ID,GO_term,candidate_hits,candidate_total,term_size,background_size,odds_ratio,P.Value,Genes,adj.P.Val,FDR_significant,single_gene_supported
BP,GO:0032496,response to lipopolysaccharide,1,57,196,18514,1.6723443223443224,0.4553306651312589,TNFRSF10D,0.5452630864216527,False,True
CC,GO:0005887,integral component of plasma membrane,5,57,1435,18514,1.1449031737493276,0.45556612848216,KLRF1;OR1E2;SIGLEC7;SLC52A3;TNFRSF10D,0.5452630864216527,False,False
MF,GO:0008168,methyltransferase activity,1,57,197,18514,1.6637208454810495,0.45702550911463685,TFB2M,0.5455963442143726,False,True
BP,GO:0016477,cell migration,1,57,198,18514,1.6551849166062365,0.4587151715036997,JAK3,0.5462020856564672,False,True
BP,GO:0016055,Wnt signaling pathway,1,57,201,18514,1.6300892857142857,0.46375322447069023,WNT10A,0.5507814645384548,False,True
BP,GO:0007601,visual perception,1,57,203,18514,1.6137729844413014,0.46708630251370664,RABGGTB,0.5533176199008525,False,True
BP,GO:0034641,cellular nitrogen compound metabolic process,1,57,206,18514,1.5898954703832753,0.4720477907595984,PSME2,0.5577649087747685,False,True
MF,GO:0005524,ATP binding,5,57,1467,18514,1.1177391350099968,0.4751846075274814,GK5;HELB;JAK3;PRKX;UBE2A,0.5587851302409456,False,False
MF,GO:0061630,ubiquitin protein ligase activity,1,57,208,18514,1.5743616287094548,0.47533020819197314,UBE2A,0.5587851302409456,False,True
MF,GO:0004672,protein kinase activity,2,57,529,18514,1.23719165085389,0.48748874647261253,JAK3;PRKX,0.5713472176842116,False,False
MF,GO:0008233,peptidase activity,2,57,530,18514,1.2347796143250689,0.4884895042971073,CPVL;GZMK,0.5713472176842116,False,False
BP,GO:0007411,axon guidance,2,57,536,18514,1.2204971058903644,0.4944693037045486,JAK3;PSME2,0.5768808543219734,False,False
BP,GO:0042127,regulation of cell proliferation,1,57,224,18514,1.4601217168481742,0.5008777005192492,TNFRSF10D,0.5828853844833579,False,True
CC,GO:0005575,cellular_component,2,57,545,18514,1.1996651598861543,0.5033586523529742,PCID2;SBNO1,0.5843007472037036,False,False
BP,GO:0001525,angiogenesis,1,57,242,18514,1.3497332542975697,0.52815942365527,PRKX,0.6115530168639969,False,True
BP,GO:0007267,cell-cell signaling,1,57,252,18514,1.2952475811041548,0.5426772275788251,SH2D1A,0.626792197853543,False,True
BP,GO:0007155,cell adhesion,2,57,592,18514,1.1012018489984592,0.5481633287848069,PRKX;SIGLEC7,0.6315497703206504,False,False
MF,GO:0031625,ubiquitin protein ligase binding,1,57,257,18514,1.2696010044642858,0.5497706455998586,UBE2A,0.6318259658386435,False,True
MF,GO:0042802,identical protein binding,2,57,600,18514,1.0859835816357555,0.5555122243319756,HOOK3;PRC1,0.6368403167279719,False,False
BP,GO:0006886,intracellular protein transport,1,57,267,18514,1.2212003222341568,0.5636347304780097,RAB6C,0.6445525878238626,False,True
BP,GO:0006468,protein phosphorylation,2,57,617,18514,1.054959349593496,0.5708550267252709,JAK3;PRKX,0.6511975860421608,False,False
BP,GO:0019221,cytokine-mediated signaling pathway,1,57,279,18514,1.1677158273381294,0.5797187867497369,JAK3,0.6596799987152179,False,True
BP,GO:0007067,mitotic nuclear division,1,57,282,18514,1.1550584646670057,0.5836479114636561,SGOL1,0.6614413624656081,False,True
CC,GO:0005615,extracellular space,4,57,1316,18514,0.9862517257248045,0.5843543815284415,GNLY;GZMK;SNORA31;WNT10A,0.6614413624656081,False,False
BP,GO:0010628,positive regulation of gene expression,1,57,284,18514,1.1467693084300858,0.5862472555020747,WNT10A,0.6614413624656081,False,True
BP,GO:0016568,chromatin modification,1,57,285,18514,1.1426685110663983,0.5875409420866267,UBE2A,0.6614413624656081,False,True
BP,GO:0006508,proteolysis,2,57,637,18514,1.0205869720830352,0.5884251081674566,CPVL;GZMK,0.6614413624656081,False,False
BP,GO:0006996,organelle organization,1,57,295,18514,1.1031948493683188,0.600261191589695,TFB2M,0.6731084235787357,False,True
CC,GO:0005759,mitochondrial matrix,1,57,300,18514,1.084448160535117,0.6064759829703937,TFB2M,0.678430760610949,False,True
CC,GO:0005576,extracellular region,6,57,2041,18514,0.9493857493857494,0.6105563421634361,FCGR3B;GNLY;GZMK;HIST1H4B;HIST1H4D;WNT10A,0.6813454832838346,False,False
MF,GO:0004842,ubiquitin-protein transferase activity,1,57,312,18514,1.0419154800183739,0.6210067837581853,UBE2A,0.6913376725211605,False,True
CC,GO:0005634,nucleus,18,57,6096,18514,0.9400106310274129,0.6343300416204192,BLOC1S2;CHAF1B;COQ7;DNTTIP2;EIF5;F8A1;GLYR1;HIST1H2AJ;HIST1H2BL;HIST1H4B;HIST1H4D;MOB1B;PHC1;PRC1;PRKX;RAB6C;SGOL1;SNORA31,0.7044723058380616,False,False
CC,GO:0005578,proteinaceous extracellular matrix,1,57,330,18514,0.9839339991315675,0.6418198726832394,WNT10A,0.7110810100231573,False,True
BP,GO:0007166,cell surface receptor signaling pathway,1,57,334,18514,0.9719004719004719,0.6462902071081844,KLRF1,0.7138387340622925,False,True
BP,GO:0042493,response to drug,1,57,335,18514,0.968937125748503,0.6473991982080098,RAB6C,0.7138387340622925,False,True
CC,GO:0030054,cell junction,2,57,714,18514,0.9062819203268642,0.6511859079440502,OCLN;TFB2M,0.7163044987384553,False,False
BP,GO:0043687,post-translational protein modification,1,57,369,18514,0.8777659161490683,0.6831383150077246,PHC1,0.749667224545294,False,True
BP,GO:0006954,inflammatory response,1,57,374,18514,0.8657602451168135,0.6880845715922137,TNFRSF10D,0.7529464945963924,False,True
CC,GO:0005886,plasma membrane,12,57,4271,18514,0.8889723722313532,0.6906748010236177,ALDH3B1;EIF5;FCGR3B;KLRF1;OCLN;OR10H2;OR1E2;OR1S2;OR2L3;PRC1;SIGLEC7;SLC52A3,0.7529464945963924,False,False
MF,GO:0019901,protein kinase binding,1,57,377,18514,0.8587101063829787,0.6910158305386804,PRC1,0.7529464945963924,False,True
MF,GO:0016874,ligase activity,1,57,386,18514,0.8382189239332096,0.6996481792456275,UBE2A,0.7605587266152468,False,True
MF,GO:0008270,zinc ion binding,3,57,1162,18514,0.8291630716134599,0.7028090357867494,PHC1;RABGGTB;TEX13A,0.7622013486701367,False,False
BP,GO:0044281,small molecule metabolic process,4,57,1544,18514,0.8290615045332026,0.7108577743916029,ALDH3B1;COQ7;PSME2;SLC52A3,0.7669000286229619,False,False
MF,GO:0003723,RNA binding,2,57,802,18514,0.8025909090909091,0.713561588235705,EIF1AX;TFB2M,0.7669000286229619,False,False
MF,GO:0003677,DNA binding,6,57,2267,18514,0.8427296615240524,0.7137122251430403,GLYR1;HIST1H2AJ;HIST1H2BL;HIST1H4B;HIST1H4D;PHC1,0.7669000286229619,False,False
MF,GO:0005102,receptor binding,1,57,403,18514,0.8020167022032694,0.7153121233269277,WNT10A,0.7669000286229619,False,True
MF,GO:0004674,protein serine/threonine kinase activity,1,57,404,18514,0.7999822757887274,0.7162081096871711,PRKX,0.7669000286229619,False,True
BP,GO:0002376,immune system process,1,57,405,18514,0.7979579207920792,0.7171013254656267,JAK3,0.7669000286229619,False,True
CC,GO:0016021,integral component of membrane,15,57,5380,18514,0.8715217680734922,0.7221428801589671,CISD1;FCGR3B;FNDC9;KLRF1;OCLN;OR10H2;OR1E2;OR1S2;OR2L3;OR7E14P;SIGLEC7;SLC35G6;SLC52A3;TNFRSF10D;TOMM40L,0.7705081076984822,False,False
CC,GO:0005794,Golgi apparatus,3,57,1210,18514,0.7939795636564485,0.7289842053098318,GLYR1;HOOK3;RAB6C,0.7760154443620789,False,False
CC,GO:0005737,cytoplasm,18,57,6419,18514,0.8692872507901409,0.7328319319955992,ALDH3B1;BLOC1S2;CHAF1B;EIF5;GK5;GLYR1;HELB;HIST1H2BL;HOOK3;JAK3;MOB1B;PRC1;PRKX;RAB6C;SGOL1;SH2D1A;SNORA31;UBE2A,0.7783180519125673,False,False
BP,GO:0005975,carbohydrate metabolic process,1,57,426,18514,0.7576470588235295,0.7352335351199246,GK5,0.7790777367555164,False,True
BP,GO:0007165,signal transduction,5,57,1995,18514,0.7956609972941632,0.7494640338085573,OR10H2;OR1E2;OR1S2;OR2L3;TNFRSF10D,0.7923395506168271,False,False
BP,GO:0045087,innate immune response,2,57,884,18514,0.7245928674500103,0.7632001664001711,JAK3;PSME2,0.8037088228474468,False,False
CC,GO:0005743,mitochondrial inner membrane,1,57,462,18514,0.6970870777812209,0.7636973446537427,COQ7,0.8037088228474468,False,True
BP,GO:0006629,lipid metabolic process,1,57,512,18514,0.6271316745876433,0.7983020952255632,ALDH3B1,0.8382171999868414,False,True
BP,GO:0016567,protein ubiquitination,1,57,517,18514,0.6208817829457365,0.8014754835333913,UBE2A,0.839640982749267,False,True
MF,GO:0003824,catalytic activity,1,57,523,18514,0.61353995621237,0.8052188485217936,RABGGTB,0.8404002775105204,False,True
BP,GO:0045944,positive regulation of transcription from RNA polymerase II promoter,2,57,967,18514,0.6591427225624117,0.8058383613358453,BLOC1S2;COQ7,0.8404002775105204,False,False
CC,GO:0031410,cytoplasmic vesicle,1,57,545,18514,0.5880055147058824,0.8183605606516972,OCLN,0.8500511469073829,False,True
MF,GO:0005515,protein binding,24,57,8747,18514,0.8115639948724896,0.8187722086012671,ALDH3B1;BLOC1S2;COQ7;CROCCP2;EIF1AX;EIF5;GLYR1;HIST1H4B;HIST1H4D;HOOK3;JAK3;MOB1B;OCLN;PCID2;PHC1;PRC1;PRKX;RABGGTB;SGOL1;SH2D1A;SNORA31;TEX13A;UBE2A;ZNHIT3,0.8500511469073829,False,False
CC,GO:0016020,membrane,21,57,7835,18514,0.794524784574695,0.8344912963485542,ALDH3B1;CISD1;COQ7;FCGR3B;FNDC9;HIST1H4B;HIST1H4D;JAK3;KLRF1;OCLN;OR10H2;OR1E2;OR1S2;OR2L3;OR7E14P;PSME2;SIGLEC7;SLC35G6;SLC52A3;TNFRSF10D;TOMM40L,0.864428203840879,False,False
BP,GO:0016032,viral process,1,57,618,18514,0.5163232229682797,0.8560273392868617,PSME2,0.8847530889273604,False,True
MF,GO:0005509,calcium ion binding,1,57,653,18514,0.4876478965819457,0.8712513930929822,SNORA31,0.8984779991271379,False,True
BP,GO:0006811,ion transport,1,57,673,18514,0.4726031037414966,0.8792286169417054,TOMM40L,0.9033800007781929,False,True
CC,GO:0005622,intracellular,3,57,1597,18514,0.5877248013383521,0.8799155851735645,PLEKHM1P;RAB6C;ZNHIT3,0.9033800007781929,False,False
MF,GO:0046872,metal ion binding,8,57,3580,18514,0.6803482871312019,0.8851528168797271,CISD1;COQ7;MOB1B;PHC1;PLEKHM1P;RABGGTB;TEX13A;ZNHIT3,0.9046404315508462,False,False
CC,GO:0043231,intracellular membrane-bounded organelle,1,57,691,18514,0.45980848861283646,0.8859916366218834,CISD1,0.9046404315508462,False,True
MF,GO:0016787,hydrolase activity,3,57,1624,18514,0.5770100760847213,0.8870175660011544,CPVL;GZMK;HELB,0.9046404315508462,False,False
BP,GO:0000122,negative regulation of transcription from RNA polymerase II promoter,1,57,714,18514,0.44439991985574034,0.8940940205769692,COQ7,0.9098489812919818,False,True
BP,GO:0006355,"regulation of transcription, DNA-templated",5,57,2503,18514,0.6142991316129827,0.8997245147418057,CHAF1B;DNTTIP2;SBNO1;TFB2M;ZNHIT3,0.913566430353218,False,False
BP,GO:0055085,transmembrane transport,1,57,779,18514,0.40577947117150204,0.9140560484465035,TOMM40L,0.9260831017155364,False,True
BP,GO:0030154,cell differentiation,1,57,819,18514,0.38506374432413554,0.9244505843935463,PRKX,0.9345649233912876,False,True
CC,GO:0005730,nucleolus,1,57,832,18514,0.3787605294825511,0.9275549116197799,DNTTIP2,0.9356558278784679,False,True
BP,GO:0006810,transport,3,57,1879,18514,0.4910270078180526,0.9379259906198701,HOOK3;SLC52A3;TOMM40L,0.9440562258526797,False,False
BP,GO:0008152,metabolic process,2,57,1487,18514,0.41559840832568107,0.9496703330126683,ALDH3B1;UBE2A,0.9537993344605494,False,False
BP,GO:0006351,"transcription, DNA-templated",3,57,2367,18514,0.37819608949050576,0.9821877966480456,CHAF1B;DNTTIP2;TFB2M,0.9843183558598634,False,False
MF,GO:0003676,nucleic acid binding,1,57,1313,18514,0.23335420296167247,0.9849968637539477,R3HDM1,0.9849968637539477,False,True
