Gene,GO_ID,GO_term,Ontology
MTOR,GO:0008286,insulin receptor signaling pathway,BP
MTOR,GO:0008543,fibroblast growth factor receptor signaling pathway,BP
MTOR,GO:0009791,post-embryonic development,BP
MTOR,GO:0010467,gene expression,BP
MTOR,GO:0010507,negative regulation of autophagy,BP
MTOR,GO:0010592,positive regulation of lamellipodium assembly,BP
MTOR,GO:0010628,positive regulation of gene expression,BP
MTOR,GO:0010831,positive regulation of myotube differentiation,BP
MTOR,GO:0016049,cell growth,BP
MTOR,GO:0016236,macroautophagy,BP
MTOR,GO:0016310,phosphorylation,BP
MTOR,GO:0018105,peptidyl-serine phosphorylation,BP
MTOR,GO:0018107,peptidyl-threonine phosphorylation,BP
MTOR,GO:0030163,protein catabolic process,BP
MTOR,GO:0030838,positive regulation of actin filament polymerization,BP
MTOR,GO:0031295,T cell costimulation,BP
MTOR,GO:0031529,ruffle organization,BP
MTOR,GO:0031641,regulation of myelination,BP
MTOR,GO:0031669,cellular response to nutrient levels,BP
MTOR,GO:0031929,TOR signaling,BP
MTOR,GO:0031998,regulation of fatty acid beta-oxidation,BP
MTOR,GO:0032095,regulation of response to food,BP
MTOR,GO:0032956,regulation of actin cytoskeleton organization,BP
MTOR,GO:0034605,cellular response to heat,BP
MTOR,GO:0035264,multicellular organism growth,BP
MTOR,GO:0038095,Fc-epsilon receptor signaling pathway,BP
MTOR,GO:0040007,growth,BP
MTOR,GO:0043087,regulation of GTPase activity,BP
MTOR,GO:0043200,response to amino acid,BP
MTOR,GO:0043610,regulation of carbohydrate utilization,BP
MTOR,GO:0045087,innate immune response,BP
MTOR,GO:0045670,regulation of osteoclast differentiation,BP
MTOR,GO:0045727,positive regulation of translation,BP
MTOR,GO:0045792,negative regulation of cell size,BP
MTOR,GO:0045859,regulation of protein kinase activity,BP
MTOR,GO:0045945,positive regulation of transcription from RNA polymerase III promoter,BP
MTOR,GO:0046777,protein autophosphorylation,BP
MTOR,GO:0046889,positive regulation of lipid biosynthetic process,BP
MTOR,GO:0048010,vascular endothelial growth factor receptor signaling pathway,BP
MTOR,GO:0048011,neurotrophin TRK receptor signaling pathway,BP
MTOR,GO:0048015,phosphatidylinositol-mediated signaling,BP
MTOR,GO:0048714,positive regulation of oligodendrocyte differentiation,BP
MTOR,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,BP
MTOR,GO:0050882,voluntary musculoskeletal movement,BP
MTOR,GO:0051496,positive regulation of stress fiber assembly,BP
MTOR,GO:0051534,negative regulation of NFAT protein import into nucleus,BP
MTOR,GO:0051897,positive regulation of protein kinase B signaling,BP
MTOR,GO:0055013,cardiac muscle cell development,BP
MTOR,GO:0060048,cardiac muscle contraction,BP
MTOR,GO:0071456,cellular response to hypoxia,BP
MTOR,GO:0090559,regulation of membrane permeability,BP
MTOR,GO:1900034,regulation of cellular response to heat,BP
MTOR,GO:1901838,positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter,BP
MTOR,GO:1903147,negative regulation of mitophagy,BP
MTOR,GO:0006109,regulation of carbohydrate metabolic process,BP
MTOR,GO:0016242,negative regulation of macroautophagy,BP
MTOR,GO:0030030,cell projection organization,BP
MTOR,GO:0032868,response to insulin,BP
MTOR,GO:0048738,cardiac muscle tissue development,BP
MTOR,GO:0051896,regulation of protein kinase B signaling,BP
MTOR,GO:0055006,cardiac cell development,BP
MTOR,GO:0000139,Golgi membrane,CC
MTOR,GO:0005654,nucleoplasm,CC
MTOR,GO:0005737,cytoplasm,CC
MTOR,GO:0005741,mitochondrial outer membrane,CC
MTOR,GO:0005764,lysosome,CC
MTOR,GO:0005765,lysosomal membrane,CC
MTOR,GO:0005789,endoplasmic reticulum membrane,CC
MTOR,GO:0005829,cytosol,CC
MTOR,GO:0005942,phosphatidylinositol 3-kinase complex,CC
MTOR,GO:0012505,endomembrane system,CC
MTOR,GO:0016020,membrane,CC
MTOR,GO:0016605,PML body,CC
MTOR,GO:0030425,dendrite,CC
MTOR,GO:0031931,TORC1 complex,CC
MTOR,GO:0031932,TORC2 complex,CC
MTOR,GO:0043025,neuronal cell body,CC
MTOR,GO:0005634,nucleus,CC
MTOR,GO:0005739,mitochondrion,CC
MTOR,GO:0005783,endoplasmic reticulum,CC
MTOR,GO:0005794,Golgi apparatus,CC
MTOR,GO:0032991,macromolecular complex,CC
MTOR,GO:0001030,RNA polymerase III type 1 promoter DNA binding,MF
MTOR,GO:0001031,RNA polymerase III type 2 promoter DNA binding,MF
MTOR,GO:0001032,RNA polymerase III type 3 promoter DNA binding,MF
MTOR,GO:0001156,TFIIIC-class transcription factor binding,MF
MTOR,GO:0004674,protein serine/threonine kinase activity,MF
MTOR,GO:0005515,protein binding,MF
MTOR,GO:0005524,ATP binding,MF
MTOR,GO:0008144,drug binding,MF
MTOR,GO:0016301,kinase activity,MF
MTOR,GO:0019904,protein domain specific binding,MF
MTOR,GO:0043022,ribosome binding,MF
MTOR,GO:0046983,protein dimerization activity,MF
MTOR,GO:0051219,phosphoprotein binding,MF
MTOR,GO:0000166,nucleotide binding,MF
MTOR,GO:0016740,transferase activity,MF
MTOR,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",MF
FBXO2,GO:0006464,cellular protein modification process,BP
FBXO2,GO:0006508,proteolysis,BP
FBXO2,GO:0006516,glycoprotein catabolic process,BP
FBXO2,GO:0008285,negative regulation of cell proliferation,BP
FBXO2,GO:0016567,protein ubiquitination,BP
FBXO2,GO:0030433,ER-associated ubiquitin-dependent protein catabolic process,BP
FBXO2,GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,BP
FBXO2,GO:0031396,regulation of protein ubiquitination,BP
FBXO2,GO:0006511,ubiquitin-dependent protein catabolic process,BP
FBXO2,GO:0005783,endoplasmic reticulum,CC
FBXO2,GO:0005829,cytosol,CC
FBXO2,GO:0019005,SCF ubiquitin ligase complex,CC
FBXO2,GO:0031090,organelle membrane,CC
FBXO2,GO:0043197,dendritic spine,CC
FBXO2,GO:0070062,extracellular exosome,CC
FBXO2,GO:0005737,cytoplasm,CC
FBXO2,GO:0016020,membrane,CC
FBXO2,GO:0043231,intracellular membrane-bounded organelle,CC
FBXO2,GO:0001540,beta-amyloid binding,MF
FBXO2,GO:0001948,glycoprotein binding,MF
FBXO2,GO:0004842,ubiquitin-protein transferase activity,MF
FBXO2,GO:0005515,protein binding,MF
FBXO2,GO:0030246,carbohydrate binding,MF
MAD2L2,GO:0000122,negative regulation of transcription from RNA polymerase II promoter,BP
MAD2L2,GO:0001558,regulation of cell growth,BP
MAD2L2,GO:0006281,DNA repair,BP
MAD2L2,GO:0006302,double-strand break repair,BP
MAD2L2,GO:0006351,"transcription, DNA-templated",BP
MAD2L2,GO:0007015,actin filament organization,BP
MAD2L2,GO:0007067,mitotic nuclear division,BP
MAD2L2,GO:0007094,mitotic spindle assembly checkpoint,BP
MAD2L2,GO:0010719,negative regulation of epithelial to mesenchymal transition,BP
MAD2L2,GO:0010944,negative regulation of transcription by competitive promoter binding,BP
MAD2L2,GO:0019985,translesion synthesis,BP
MAD2L2,GO:0033138,positive regulation of peptidyl-serine phosphorylation,BP
MAD2L2,GO:0042177,negative regulation of protein catabolic process,BP
MAD2L2,GO:0042276,error-prone translesion synthesis,BP
MAD2L2,GO:0042772,"DNA damage response, signal transduction resulting in transcription",BP
MAD2L2,GO:0043433,negative regulation of sequence-specific DNA binding transcription factor activity,BP
MAD2L2,GO:0045893,"positive regulation of transcription, DNA-templated",BP
MAD2L2,GO:0051301,cell division,BP
MAD2L2,GO:0060564,negative regulation of APC-Cdc20 complex activity,BP
MAD2L2,GO:0090090,negative regulation of canonical Wnt signaling pathway,BP
MAD2L2,GO:2000048,negative regulation of cell-cell adhesion mediated by cadherin,BP
MAD2L2,GO:2000678,negative regulation of transcription regulatory region DNA binding,BP
MAD2L2,GO:0006355,"regulation of transcription, DNA-templated",BP
MAD2L2,GO:0006974,cellular response to DNA damage stimulus,BP
MAD2L2,GO:0007049,cell cycle,BP
MAD2L2,GO:0005634,nucleus,CC
MAD2L2,GO:0005654,nucleoplasm,CC
MAD2L2,GO:0005680,anaphase-promoting complex,CC
MAD2L2,GO:0005737,cytoplasm,CC
MAD2L2,GO:0005819,spindle,CC
MAD2L2,GO:0016035,zeta DNA polymerase complex,CC
MAD2L2,GO:0005856,cytoskeleton,CC
MAD2L2,GO:0001102,RNA polymerase II activating transcription factor binding,MF
MAD2L2,GO:0005515,protein binding,MF
MAD2L2,GO:0008432,JUN kinase binding,MF
MTHFR,GO:0001666,response to hypoxia,BP
MTHFR,GO:0006520,cellular amino acid metabolic process,BP
MTHFR,GO:0006555,methionine metabolic process,BP
MTHFR,GO:0006766,vitamin metabolic process,BP
MTHFR,GO:0006767,water-soluble vitamin metabolic process,BP
MTHFR,GO:0008015,blood circulation,BP
MTHFR,GO:0009086,methionine biosynthetic process,BP
MTHFR,GO:0031060,regulation of histone methylation,BP
MTHFR,GO:0033274,response to vitamin B2,BP
MTHFR,GO:0035999,tetrahydrofolate interconversion,BP
MTHFR,GO:0042493,response to drug,BP
MTHFR,GO:0044281,small molecule metabolic process,BP
MTHFR,GO:0046500,S-adenosylmethionine metabolic process,BP
MTHFR,GO:0046655,folic acid metabolic process,BP
MTHFR,GO:0050667,homocysteine metabolic process,BP
MTHFR,GO:0051593,response to folic acid,BP
MTHFR,GO:0055114,oxidation-reduction process,BP
MTHFR,GO:0070555,response to interleukin-1,BP
MTHFR,GO:0070829,heterochromatin maintenance,BP
MTHFR,GO:0008152,metabolic process,BP
MTHFR,GO:0043200,response to amino acid,BP
MTHFR,GO:0046653,tetrahydrofolate metabolic process,BP
MTHFR,GO:0005829,cytosol,CC
MTHFR,GO:0043005,neuron projection,CC
MTHFR,GO:0004489,methylenetetrahydrofolate reductase (NAD(P)H) activity,MF
MTHFR,GO:0032403,protein complex binding,MF
MTHFR,GO:0050660,flavin adenine dinucleotide binding,MF
MTHFR,GO:0050661,NADP binding,MF
MTHFR,GO:0072341,modified amino acid binding,MF
MTHFR,GO:0003824,catalytic activity,MF
MTHFR,GO:0016491,oxidoreductase activity,MF
NPPA,GO:0001666,response to hypoxia,BP
NPPA,GO:0003085,negative regulation of systemic arterial blood pressure,BP
NPPA,GO:0006182,cGMP biosynthetic process,BP
NPPA,GO:0006367,transcription initiation from RNA polymerase II promoter,BP
NPPA,GO:0007168,receptor guanylyl cyclase signaling pathway,BP
NPPA,GO:0007218,neuropeptide signaling pathway,BP
NPPA,GO:0007565,female pregnancy,BP
NPPA,GO:0008217,regulation of blood pressure,BP
NPPA,GO:0010460,positive regulation of heart rate,BP
NPPA,GO:0010467,gene expression,BP
NPPA,GO:0014898,cardiac muscle hypertrophy in response to stress,BP
NPPA,GO:0030308,negative regulation of cell growth,BP
NPPA,GO:0032868,response to insulin,BP
NPPA,GO:0035994,response to muscle stretch,BP
NPPA,GO:0044267,cellular protein metabolic process,BP
NPPA,GO:0050880,regulation of blood vessel size,BP
NPPA,GO:0060372,regulation of atrial cardiac muscle cell membrane repolarization,BP
NPPA,GO:0060452,positive regulation of cardiac muscle contraction,BP
NPPA,GO:0061049,cell growth involved in cardiac muscle cell development,BP
NPPA,GO:0071260,cellular response to mechanical stimulus,BP
NPPA,GO:1901841,regulation of high voltage-gated calcium channel activity,BP
NPPA,GO:1902261,positive regulation of delayed rectifier potassium channel activity,BP
NPPA,GO:1902514,regulation of generation of L-type calcium current,BP
NPPA,GO:1903766,positive regulation of potassium ion export across plasma membrane,BP
NPPA,GO:1903815,negative regulation of collecting lymphatic vessel constriction,BP
NPPA,GO:0005576,extracellular region,CC
NPPA,GO:0005615,extracellular space,CC
NPPA,GO:0005634,nucleus,CC
NPPA,GO:0042629,mast cell granule,CC
NPPA,GO:0048471,perinuclear region of cytoplasm,CC
NPPA,GO:0005737,cytoplasm,CC
NPPA,GO:0005102,receptor binding,MF
NPPA,GO:0005184,neuropeptide hormone activity,MF
NPPA,GO:0005515,protein binding,MF
NPPA,GO:0051428,peptide hormone receptor binding,MF
NPPA,GO:0071855,neuropeptide receptor binding,MF
NPPA,GO:0005179,hormone activity,MF
NPPB,GO:0006182,cGMP biosynthetic process,BP
NPPB,GO:0007166,cell surface receptor signaling pathway,BP
NPPB,GO:0007168,receptor guanylyl cyclase signaling pathway,BP
NPPB,GO:0007589,body fluid secretion,BP
NPPB,GO:0008217,regulation of blood pressure,BP
NPPB,GO:0016525,negative regulation of angiogenesis,BP
NPPB,GO:0030308,negative regulation of cell growth,BP
NPPB,GO:0035810,positive regulation of urine volume,BP
NPPB,GO:0035815,positive regulation of renal sodium excretion,BP
NPPB,GO:0042312,regulation of vasodilation,BP
NPPB,GO:0043114,regulation of vascular permeability,BP
NPPB,GO:0050880,regulation of blood vessel size,BP
NPPB,GO:0005576,extracellular region,CC
NPPB,GO:0005615,extracellular space,CC
NPPB,GO:0043234,protein complex,CC
NPPB,GO:0005102,receptor binding,MF
NPPB,GO:0005179,hormone activity,MF
NPPB,GO:0005515,protein binding,MF
NPPB,GO:0008613,diuretic hormone activity,MF
KIAA2013,GO:0016020,membrane,CC
KIAA2013,GO:0016021,integral component of membrane,CC
DHRS3,GO:0001523,retinoid metabolic process,BP
DHRS3,GO:0003151,outflow tract morphogenesis,BP
DHRS3,GO:0007601,visual perception,BP
DHRS3,GO:0007603,"phototransduction, visible light",BP
DHRS3,GO:0030278,regulation of ossification,BP
DHRS3,GO:0042572,retinol metabolic process,BP
DHRS3,GO:0048387,negative regulation of retinoic acid receptor signaling pathway,BP
DHRS3,GO:0055114,oxidation-reduction process,BP
DHRS3,GO:0060021,palate development,BP
DHRS3,GO:0060349,bone morphogenesis,BP
DHRS3,GO:0060411,cardiac septum morphogenesis,BP
DHRS3,GO:0008152,metabolic process,BP
DHRS3,GO:0005789,endoplasmic reticulum membrane,CC
DHRS3,GO:0016021,integral component of membrane,CC
DHRS3,GO:0042622,photoreceptor outer segment membrane,CC
DHRS3,GO:0016020,membrane,CC
DHRS3,GO:0000166,nucleotide binding,MF
DHRS3,GO:0004745,retinol dehydrogenase activity,MF
DHRS3,GO:0009055,electron carrier activity,MF
DHRS3,GO:0052650,NADP-retinol dehydrogenase activity,MF
DHRS3,GO:0016491,oxidoreductase activity,MF
PRAMEF11,GO:0008284,positive regulation of cell proliferation,BP
PRAMEF11,GO:0043066,negative regulation of apoptotic process,BP
PRAMEF11,GO:0045596,negative regulation of cell differentiation,BP
PRAMEF11,GO:0045892,"negative regulation of transcription, DNA-templated",BP
PRAMEF11,GO:0048387,negative regulation of retinoic acid receptor signaling pathway,BP
PRAMEF11,GO:0042974,retinoic acid receptor binding,MF
HNRNPCL1,GO:0005634,nucleus,CC
HNRNPCL1,GO:0030529,ribonucleoprotein complex,CC
HNRNPCL1,GO:0000166,nucleotide binding,MF
HNRNPCL1,GO:0044822,poly(A) RNA binding,MF
HNRNPCL1,GO:0003676,nucleic acid binding,MF
HNRNPCL1,GO:0003723,RNA binding,MF
PRAMEF4,GO:0008284,positive regulation of cell proliferation,BP
PRAMEF4,GO:0043066,negative regulation of apoptotic process,BP
PRAMEF4,GO:0045596,negative regulation of cell differentiation,BP
PRAMEF4,GO:0045892,"negative regulation of transcription, DNA-templated",BP
PRAMEF4,GO:0048387,negative regulation of retinoic acid receptor signaling pathway,BP
PRAMEF4,GO:0042974,retinoic acid receptor binding,MF
PRAMEF10,GO:0008284,positive regulation of cell proliferation,BP
PRAMEF10,GO:0043066,negative regulation of apoptotic process,BP
PRAMEF10,GO:0045596,negative regulation of cell differentiation,BP
PRAMEF10,GO:0045892,"negative regulation of transcription, DNA-templated",BP
PRAMEF10,GO:0048387,negative regulation of retinoic acid receptor signaling pathway,BP
PRAMEF10,GO:0042974,retinoic acid receptor binding,MF
PRAMEF6,GO:0008284,positive regulation of cell proliferation,BP
PRAMEF6,GO:0043066,negative regulation of apoptotic process,BP
PRAMEF6,GO:0045596,negative regulation of cell differentiation,BP
PRAMEF6,GO:0045892,"negative regulation of transcription, DNA-templated",BP
PRAMEF6,GO:0048387,negative regulation of retinoic acid receptor signaling pathway,BP
PRAMEF6,GO:0042974,retinoic acid receptor binding,MF
PRAMEF9,GO:0008284,positive regulation of cell proliferation,BP
PRAMEF9,GO:0043066,negative regulation of apoptotic process,BP
PRAMEF9,GO:0045596,negative regulation of cell differentiation,BP
PRAMEF9,GO:0045892,"negative regulation of transcription, DNA-templated",BP
PRAMEF9,GO:0048387,negative regulation of retinoic acid receptor signaling pathway,BP
PRAMEF9,GO:0042974,retinoic acid receptor binding,MF
HNRNPCL2,GO:0005634,nucleus,CC
HNRNPCL2,GO:0030529,ribonucleoprotein complex,CC
HNRNPCL2,GO:0000166,nucleotide binding,MF
HNRNPCL2,GO:0003723,RNA binding,MF
HNRNPCL2,GO:0003676,nucleic acid binding,MF
PRAMEF14,GO:0008284,positive regulation of cell proliferation,BP
PRAMEF14,GO:0043066,negative regulation of apoptotic process,BP
PRAMEF14,GO:0045596,negative regulation of cell differentiation,BP
PRAMEF14,GO:0045892,"negative regulation of transcription, DNA-templated",BP
PRAMEF14,GO:0048387,negative regulation of retinoic acid receptor signaling pathway,BP
PRAMEF14,GO:0042974,retinoic acid receptor binding,MF
PRAMEF19,GO:0008284,positive regulation of cell proliferation,BP
PRAMEF19,GO:0043066,negative regulation of apoptotic process,BP
PRAMEF19,GO:0045596,negative regulation of cell differentiation,BP
PRAMEF19,GO:0045892,"negative regulation of transcription, DNA-templated",BP
PRAMEF19,GO:0048387,negative regulation of retinoic acid receptor signaling pathway,BP
PRAMEF19,GO:0042974,retinoic acid receptor binding,MF
LRRC38,GO:0006811,ion transport,BP
LRRC38,GO:0007409,axonogenesis,BP
LRRC38,GO:0006810,transport,BP
LRRC38,GO:0005886,plasma membrane,CC
LRRC38,GO:0016021,integral component of membrane,CC
LRRC38,GO:0016020,membrane,CC
CASP9,GO:0006915,apoptotic process,BP
CASP9,GO:0006974,cellular response to DNA damage stimulus,BP
CASP9,GO:0007173,epidermal growth factor receptor signaling pathway,BP
CASP9,GO:0007568,aging,BP
CASP9,GO:0008543,fibroblast growth factor receptor signaling pathway,BP
CASP9,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,BP
CASP9,GO:0008635,activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c,BP
CASP9,GO:0012501,programmed cell death,BP
CASP9,GO:0030220,platelet formation,BP
CASP9,GO:0032025,response to cobalt ion,BP
CASP9,GO:0032355,response to estradiol,BP
CASP9,GO:0032496,response to lipopolysaccharide,BP
CASP9,GO:0034349,glial cell apoptotic process,BP
CASP9,GO:0034644,cellular response to UV,BP
CASP9,GO:0038095,Fc-epsilon receptor signaling pathway,BP
CASP9,GO:0042770,signal transduction in response to DNA damage,BP
CASP9,GO:0043525,positive regulation of neuron apoptotic process,BP
CASP9,GO:0045087,innate immune response,BP
CASP9,GO:0046677,response to antibiotic,BP
CASP9,GO:0048011,neurotrophin TRK receptor signaling pathway,BP
CASP9,GO:0048015,phosphatidylinositol-mediated signaling,BP
CASP9,GO:0071549,cellular response to dexamethasone stimulus,BP
CASP9,GO:0097191,extrinsic apoptotic signaling pathway,BP
CASP9,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,BP
CASP9,GO:0097193,intrinsic apoptotic signaling pathway,BP
CASP9,GO:2001020,regulation of response to DNA damage stimulus,BP
CASP9,GO:0006508,proteolysis,BP
CASP9,GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,BP
CASP9,GO:0009411,response to UV,BP
CASP9,GO:0014070,response to organic cyclic compound,BP
CASP9,GO:0042981,regulation of apoptotic process,BP
CASP9,GO:0043065,positive regulation of apoptotic process,BP
CASP9,GO:0071407,cellular response to organic cyclic compound,BP
CASP9,GO:0005634,nucleus,CC
CASP9,GO:0005739,mitochondrion,CC
CASP9,GO:0005829,cytosol,CC
CASP9,GO:0043293,apoptosome,CC
CASP9,GO:0005737,cytoplasm,CC
CASP9,GO:0004197,cysteine-type endopeptidase activity,MF
CASP9,GO:0005515,protein binding,MF
CASP9,GO:0008047,enzyme activator activity,MF
CASP9,GO:0008233,peptidase activity,MF
CASP9,GO:0017124,SH3 domain binding,MF
CASP9,GO:0019901,protein kinase binding,MF
CASP9,GO:0097199,cysteine-type endopeptidase activity involved in apoptotic signaling pathway,MF
CASP9,GO:0008234,cysteine-type peptidase activity,MF
CASP9,GO:0016787,hydrolase activity,MF
AGMAT,GO:0006595,polyamine metabolic process,BP
AGMAT,GO:0008295,spermidine biosynthetic process,BP
AGMAT,GO:0033388,putrescine biosynthetic process from arginine,BP
AGMAT,GO:0034641,cellular nitrogen compound metabolic process,BP
AGMAT,GO:0044281,small molecule metabolic process,BP
AGMAT,GO:0097055,agmatine biosynthetic process,BP
AGMAT,GO:0009446,putrescine biosynthetic process,BP
AGMAT,GO:0008152,metabolic process,BP
AGMAT,GO:0005739,mitochondrion,CC
AGMAT,GO:0070062,extracellular exosome,CC
AGMAT,GO:0008783,agmatinase activity,MF
AGMAT,GO:0046872,metal ion binding,MF
AGMAT,GO:0016787,hydrolase activity,MF
AGMAT,GO:0016813,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",MF
UQCRHL,GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",BP
UQCRHL,GO:0055114,oxidation-reduction process,BP
UQCRHL,GO:1902600,hydrogen ion transmembrane transport,BP
UQCRHL,GO:0005739,mitochondrion,CC
UQCRHL,GO:0005743,mitochondrial inner membrane,CC
UQCRHL,GO:0016020,membrane,CC
UQCRHL,GO:0070469,respiratory chain,CC
UQCRHL,GO:0008121,ubiquinol-cytochrome-c reductase activity,MF
ZBTB17,GO:0001702,gastrulation with mouth forming second,BP
ZBTB17,GO:0006351,"transcription, DNA-templated",BP
ZBTB17,GO:0007398,ectoderm development,BP
ZBTB17,GO:0030968,endoplasmic reticulum unfolded protein response,BP
ZBTB17,GO:0036498,IRE1-mediated unfolded protein response,BP
ZBTB17,GO:0044267,cellular protein metabolic process,BP
ZBTB17,GO:0045786,negative regulation of cell cycle,BP
ZBTB17,GO:0045893,"positive regulation of transcription, DNA-templated",BP
ZBTB17,GO:1903146,regulation of mitophagy,BP
ZBTB17,GO:1903955,positive regulation of protein targeting to mitochondrion,BP
ZBTB17,GO:0006355,"regulation of transcription, DNA-templated",BP
ZBTB17,GO:0007275,multicellular organismal development,BP
ZBTB17,GO:0005654,nucleoplasm,CC
ZBTB17,GO:0005634,nucleus,CC
ZBTB17,GO:0003677,DNA binding,MF
ZBTB17,GO:0003700,"transcription factor activity, sequence-specific DNA binding",MF
ZBTB17,GO:0005515,protein binding,MF
ZBTB17,GO:0046872,metal ion binding,MF
ZBTB17,GO:0003676,nucleic acid binding,MF
HSPB7,GO:0006986,response to unfolded protein,BP
HSPB7,GO:0008016,regulation of heart contraction,BP
HSPB7,GO:0009408,response to heat,BP
HSPB7,GO:0016310,phosphorylation,BP
HSPB7,GO:0005634,nucleus,CC
HSPB7,GO:0005654,nucleoplasm,CC
HSPB7,GO:0005737,cytoplasm,CC
HSPB7,GO:0005739,mitochondrion,CC
HSPB7,GO:0015030,Cajal body,CC
HSPB7,GO:0015629,actin cytoskeleton,CC
HSPB7,GO:0016235,aggresome,CC
HSPB7,GO:0005515,protein binding,MF
HSPB7,GO:0008022,protein C-terminus binding,MF
HSPB7,GO:0031005,filamin binding,MF
HSPB7,GO:0016301,kinase activity,MF
FAM131C,GO:0005515,protein binding,MF
EPHA2,GO:0001501,skeletal system development,BP
EPHA2,GO:0001525,angiogenesis,BP
EPHA2,GO:0001570,vasculogenesis,BP
EPHA2,GO:0001649,osteoblast differentiation,BP
EPHA2,GO:0007155,cell adhesion,BP
EPHA2,GO:0007275,multicellular organismal development,BP
EPHA2,GO:0007411,axon guidance,BP
EPHA2,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,BP
EPHA2,GO:0010591,regulation of lamellipodium assembly,BP
EPHA2,GO:0014028,notochord formation,BP
EPHA2,GO:0016032,viral process,BP
EPHA2,GO:0016477,cell migration,BP
EPHA2,GO:0018108,peptidyl-tyrosine phosphorylation,BP
EPHA2,GO:0021915,neural tube development,BP
EPHA2,GO:0030216,keratinocyte differentiation,BP
EPHA2,GO:0030316,osteoclast differentiation,BP
EPHA2,GO:0033598,mammary gland epithelial cell proliferation,BP
EPHA2,GO:0033628,regulation of cell adhesion mediated by integrin,BP
EPHA2,GO:0036342,post-anal tail morphogenesis,BP
EPHA2,GO:0043491,protein kinase B signaling,BP
EPHA2,GO:0043535,regulation of blood vessel endothelial cell migration,BP
EPHA2,GO:0045765,regulation of angiogenesis,BP
EPHA2,GO:0046849,bone remodeling,BP
EPHA2,GO:0048013,ephrin receptor signaling pathway,BP
EPHA2,GO:0048320,axial mesoderm formation,BP
EPHA2,GO:0051898,negative regulation of protein kinase B signaling,BP
EPHA2,GO:0060035,notochord cell development,BP
EPHA2,GO:0060326,cell chemotaxis,BP
EPHA2,GO:0060444,branching involved in mammary gland duct morphogenesis,BP
EPHA2,GO:0070309,lens fiber cell morphogenesis,BP
EPHA2,GO:0070372,regulation of ERK1 and ERK2 cascade,BP
EPHA2,GO:0070848,response to growth factor,BP
EPHA2,GO:0090004,positive regulation of establishment of protein localization to plasma membrane,BP
EPHA2,GO:0090630,activation of GTPase activity,BP
EPHA2,GO:0001568,blood vessel development,BP
EPHA2,GO:0006468,protein phosphorylation,BP
EPHA2,GO:0006915,apoptotic process,BP
EPHA2,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,BP
EPHA2,GO:0016310,phosphorylation,BP
EPHA2,GO:0030154,cell differentiation,BP
EPHA2,GO:0030182,neuron differentiation,BP
EPHA2,GO:0048570,notochord morphogenesis,BP
EPHA2,GO:0005622,intracellular,CC
EPHA2,GO:0005886,plasma membrane,CC
EPHA2,GO:0005887,integral component of plasma membrane,CC
EPHA2,GO:0005925,focal adhesion,CC
EPHA2,GO:0009986,cell surface,CC
EPHA2,GO:0031256,leading edge membrane,CC
EPHA2,GO:0031258,lamellipodium membrane,CC
EPHA2,GO:0032587,ruffle membrane,CC
EPHA2,GO:0016020,membrane,CC
EPHA2,GO:0016021,integral component of membrane,CC
EPHA2,GO:0030054,cell junction,CC
EPHA2,GO:0042995,cell projection,CC
EPHA2,GO:0004714,transmembrane receptor protein tyrosine kinase activity,MF
EPHA2,GO:0005003,ephrin receptor activity,MF
EPHA2,GO:0005515,protein binding,MF
EPHA2,GO:0005524,ATP binding,MF
EPHA2,GO:0000166,nucleotide binding,MF
EPHA2,GO:0004672,protein kinase activity,MF
EPHA2,GO:0004713,protein tyrosine kinase activity,MF
EPHA2,GO:0016301,kinase activity,MF
EPHA2,GO:0016740,transferase activity,MF
ARHGEF19,GO:0032956,regulation of actin cytoskeleton organization,BP
ARHGEF19,GO:0035023,regulation of Rho protein signal transduction,BP
ARHGEF19,GO:0042060,wound healing,BP
ARHGEF19,GO:0043547,positive regulation of GTPase activity,BP
ARHGEF19,GO:0005089,Rho guanyl-nucleotide exchange factor activity,MF
ARHGEF19,GO:0005096,GTPase activator activity,MF
ARHGEF19,GO:0005515,protein binding,MF
ARHGEF19,GO:0005085,guanyl-nucleotide exchange factor activity,MF
RSG1,GO:0006887,exocytosis,BP
RSG1,GO:0007264,small GTPase mediated signal transduction,BP
RSG1,GO:0015031,protein transport,BP
RSG1,GO:0017157,regulation of exocytosis,BP
RSG1,GO:0031338,regulation of vesicle fusion,BP
RSG1,GO:0034613,cellular protein localization,BP
RSG1,GO:0042384,cilium assembly,BP
RSG1,GO:0006810,transport,BP
RSG1,GO:0030030,cell projection organization,BP
RSG1,GO:0005654,nucleoplasm,CC
RSG1,GO:0005737,cytoplasm,CC
