Gene,GO_ID,GO_term,Ontology
FERMT1,GO:0042995,cell projection,CC
HAO1,GO:0001561,fatty acid alpha-oxidation,BP
HAO1,GO:0006979,response to oxidative stress,BP
HAO1,GO:0034641,cellular nitrogen compound metabolic process,BP
HAO1,GO:0044281,small molecule metabolic process,BP
HAO1,GO:0046296,glycolate catabolic process,BP
HAO1,GO:0046487,glyoxylate metabolic process,BP
HAO1,GO:0055114,oxidation-reduction process,BP
HAO1,GO:0005777,peroxisome,CC
HAO1,GO:0005782,peroxisomal matrix,CC
HAO1,GO:0003973,(S)-2-hydroxy-acid oxidase activity,MF
HAO1,GO:0005102,receptor binding,MF
HAO1,GO:0008891,glycolate oxidase activity,MF
HAO1,GO:0010181,FMN binding,MF
HAO1,GO:0047969,glyoxylate oxidase activity,MF
HAO1,GO:0052852,very-long-chain-(S)-2-hydroxy-acid oxidase activity,MF
HAO1,GO:0052853,long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity,MF
HAO1,GO:0052854,medium-chain-(S)-2-hydroxy-acid oxidase activity,MF
HAO1,GO:0003824,catalytic activity,MF
HAO1,GO:0016491,oxidoreductase activity,MF
TMX4,GO:0006457,protein folding,BP
TMX4,GO:0034976,response to endoplasmic reticulum stress,BP
TMX4,GO:0045454,cell redox homeostasis,BP
TMX4,GO:0055114,oxidation-reduction process,BP
TMX4,GO:0005623,cell,CC
TMX4,GO:0016021,integral component of membrane,CC
TMX4,GO:0016020,membrane,CC
TMX4,GO:0003756,protein disulfide isomerase activity,MF
PAK7,GO:0006915,apoptotic process,BP
PAK7,GO:0007010,cytoskeleton organization,BP
PAK7,GO:0007165,signal transduction,BP
PAK7,GO:0007266,Rho protein signal transduction,BP
PAK7,GO:0007346,regulation of mitotic cell cycle,BP
PAK7,GO:0007612,learning,BP
PAK7,GO:0007613,memory,BP
PAK7,GO:0007626,locomotory behavior,BP
PAK7,GO:0008283,cell proliferation,BP
PAK7,GO:0016049,cell growth,BP
PAK7,GO:0016477,cell migration,BP
PAK7,GO:0023014,signal transduction by protein phosphorylation,BP
PAK7,GO:0030036,actin cytoskeleton organization,BP
PAK7,GO:0031098,stress-activated protein kinase signaling cascade,BP
PAK7,GO:0032147,activation of protein kinase activity,BP
PAK7,GO:0042981,regulation of apoptotic process,BP
PAK7,GO:0043408,regulation of MAPK cascade,BP
PAK7,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,BP
PAK7,GO:0006468,protein phosphorylation,BP
PAK7,GO:0016310,phosphorylation,BP
PAK7,GO:0005634,nucleus,CC
PAK7,GO:0005737,cytoplasm,CC
PAK7,GO:0005739,mitochondrion,CC
PAK7,GO:0004674,protein serine/threonine kinase activity,MF
PAK7,GO:0005524,ATP binding,MF
PAK7,GO:0048365,Rac GTPase binding,MF
PAK7,GO:0000166,nucleotide binding,MF
PAK7,GO:0004672,protein kinase activity,MF
PAK7,GO:0016301,kinase activity,MF
PAK7,GO:0016740,transferase activity,MF
PAK7,GO:0005515,protein binding,MF
MKKS,GO:0001947,heart looping,BP
MKKS,GO:0006457,protein folding,BP
MKKS,GO:0007286,spermatid development,BP
MKKS,GO:0007368,determination of left/right symmetry,BP
MKKS,GO:0007507,heart development,BP
MKKS,GO:0007601,visual perception,BP
MKKS,GO:0007608,sensory perception of smell,BP
MKKS,GO:0008406,gonad development,BP
MKKS,GO:0010629,negative regulation of gene expression,BP
MKKS,GO:0014824,artery smooth muscle contraction,BP
MKKS,GO:0021756,striatum development,BP
MKKS,GO:0021766,hippocampus development,BP
MKKS,GO:0021987,cerebral cortex development,BP
MKKS,GO:0030837,negative regulation of actin filament polymerization,BP
MKKS,GO:0032402,melanosome transport,BP
MKKS,GO:0034260,negative regulation of GTPase activity,BP
MKKS,GO:0035058,nonmotile primary cilium assembly,BP
MKKS,GO:0035176,social behavior,BP
MKKS,GO:0038108,negative regulation of appetite by leptin-mediated signaling pathway,BP
MKKS,GO:0040018,positive regulation of multicellular organism growth,BP
MKKS,GO:0042311,vasodilation,BP
MKKS,GO:0042384,cilium assembly,BP
MKKS,GO:0045444,fat cell differentiation,BP
MKKS,GO:0045494,photoreceptor cell maintenance,BP
MKKS,GO:0045776,negative regulation of blood pressure,BP
MKKS,GO:0046907,intracellular transport,BP
MKKS,GO:0048854,brain morphogenesis,BP
MKKS,GO:0050910,detection of mechanical stimulus involved in sensory perception of sound,BP
MKKS,GO:0051131,chaperone-mediated protein complex assembly,BP
MKKS,GO:0051216,cartilage development,BP
MKKS,GO:0051492,regulation of stress fiber assembly,BP
MKKS,GO:0051877,pigment granule aggregation in cell center,BP
MKKS,GO:0060027,convergent extension involved in gastrulation,BP
MKKS,GO:0060271,cilium morphogenesis,BP
MKKS,GO:0060296,regulation of cilium beat frequency involved in ciliary motility,BP
MKKS,GO:0060324,face development,BP
MKKS,GO:0033210,leptin-mediated signaling pathway,BP
MKKS,GO:0044321,response to leptin,BP
MKKS,GO:0050896,response to stimulus,BP
MKKS,GO:0005622,intracellular,CC
MKKS,GO:0005813,centrosome,CC
MKKS,GO:0005829,cytosol,CC
MKKS,GO:0031514,motile cilium,CC
MKKS,GO:1902636,kinociliary basal body,CC
MKKS,GO:0005737,cytoplasm,CC
MKKS,GO:0005815,microtubule organizing center,CC
MKKS,GO:0005856,cytoskeleton,CC
MKKS,GO:0036064,ciliary basal body,CC
MKKS,GO:0016020,membrane,CC
MKKS,GO:0016021,integral component of membrane,CC
MKKS,GO:0001103,RNA polymerase II repressing transcription factor binding,MF
MKKS,GO:0005515,protein binding,MF
MKKS,GO:0005524,ATP binding,MF
MKKS,GO:0051082,unfolded protein binding,MF
MKKS,GO:0000166,nucleotide binding,MF
JAG1,GO:0001525,angiogenesis,BP
JAG1,GO:0001709,cell fate determination,BP
JAG1,GO:0001974,blood vessel remodeling,BP
JAG1,GO:0002011,morphogenesis of an epithelial sheet,BP
JAG1,GO:0002456,T cell mediated immunity,BP
JAG1,GO:0003184,pulmonary valve morphogenesis,BP
JAG1,GO:0003215,cardiac right ventricle morphogenesis,BP
JAG1,GO:0007219,Notch signaling pathway,BP
JAG1,GO:0007220,Notch receptor processing,BP
JAG1,GO:0007399,nervous system development,BP
JAG1,GO:0030097,hemopoiesis,BP
JAG1,GO:0030216,keratinocyte differentiation,BP
JAG1,GO:0030334,regulation of cell migration,BP
JAG1,GO:0032495,response to muramyl dipeptide,BP
JAG1,GO:0035909,aorta morphogenesis,BP
JAG1,GO:0042127,regulation of cell proliferation,BP
JAG1,GO:0042491,auditory receptor cell differentiation,BP
JAG1,GO:0045445,myoblast differentiation,BP
JAG1,GO:0045446,endothelial cell differentiation,BP
JAG1,GO:0045599,negative regulation of fat cell differentiation,BP
JAG1,GO:0045639,positive regulation of myeloid cell differentiation,BP
JAG1,GO:0045665,negative regulation of neuron differentiation,BP
JAG1,GO:0045669,positive regulation of osteoblast differentiation,BP
JAG1,GO:0045747,positive regulation of Notch signaling pathway,BP
JAG1,GO:0045944,positive regulation of transcription from RNA polymerase II promoter,BP
JAG1,GO:0060411,cardiac septum morphogenesis,BP
JAG1,GO:0061073,ciliary body morphogenesis,BP
JAG1,GO:0061156,pulmonary artery morphogenesis,BP
JAG1,GO:0061309,cardiac neural crest cell development involved in outflow tract morphogenesis,BP
JAG1,GO:0061314,Notch signaling involved in heart development,BP
JAG1,GO:0061444,endocardial cushion cell development,BP
JAG1,GO:0072006,nephron development,BP
JAG1,GO:0072015,glomerular visceral epithelial cell development,BP
JAG1,GO:0072017,distal tubule development,BP
JAG1,GO:0072070,loop of Henle development,BP
JAG1,GO:0097150,neuronal stem cell population maintenance,BP
JAG1,GO:2000737,negative regulation of stem cell differentiation,BP
JAG1,GO:0007154,cell communication,BP
JAG1,GO:0007275,multicellular organismal development,BP
JAG1,GO:0009887,organ morphogenesis,BP
JAG1,GO:0043010,camera-type eye development,BP
JAG1,GO:0045596,negative regulation of cell differentiation,BP
JAG1,GO:0048839,inner ear development,BP
JAG1,GO:0005576,extracellular region,CC
JAG1,GO:0005886,plasma membrane,CC
JAG1,GO:0005887,integral component of plasma membrane,CC
JAG1,GO:0005912,adherens junction,CC
JAG1,GO:0016020,membrane,CC
JAG1,GO:0016324,apical plasma membrane,CC
JAG1,GO:0016021,integral component of membrane,CC
JAG1,GO:0045177,apical part of cell,CC
JAG1,GO:0005112,Notch binding,MF
JAG1,GO:0005198,structural molecule activity,MF
JAG1,GO:0005509,calcium ion binding,MF
JAG1,GO:0005515,protein binding,MF
JAG1,GO:0008083,growth factor activity,MF
TASP1,GO:0006508,proteolysis,BP
TASP1,GO:0045893,"positive regulation of transcription, DNA-templated",BP
TASP1,GO:0004298,threonine-type endopeptidase activity,MF
TASP1,GO:0008233,peptidase activity,MF
TASP1,GO:0016787,hydrolase activity,MF
ESF1,GO:0006351,"transcription, DNA-templated",BP
ESF1,GO:0006355,"regulation of transcription, DNA-templated",BP
ESF1,GO:0005615,extracellular space,CC
ESF1,GO:0005654,nucleoplasm,CC
ESF1,GO:0005730,nucleolus,CC
ESF1,GO:0005634,nucleus,CC
ESF1,GO:0044822,poly(A) RNA binding,MF
SEL1L2,GO:0016021,integral component of membrane,CC
SEL1L2,GO:0016020,membrane,CC
FLRT3,GO:0003345,proepicardium cell migration involved in pericardium morphogenesis,BP
FLRT3,GO:0007411,axon guidance,BP
FLRT3,GO:0007416,synapse assembly,BP
FLRT3,GO:0007507,heart development,BP
FLRT3,GO:0008543,fibroblast growth factor receptor signaling pathway,BP
FLRT3,GO:0031175,neuron projection development,BP
FLRT3,GO:0035556,intracellular signal transduction,BP
FLRT3,GO:0048598,embryonic morphogenesis,BP
FLRT3,GO:0048678,response to axon injury,BP
FLRT3,GO:0050919,negative chemotaxis,BP
FLRT3,GO:0051965,positive regulation of synapse assembly,BP
FLRT3,GO:0060322,head development,BP
FLRT3,GO:0098609,cell-cell adhesion,BP
FLRT3,GO:1990138,neuron projection extension,BP
FLRT3,GO:0007155,cell adhesion,BP
FLRT3,GO:0007275,multicellular organismal development,BP
FLRT3,GO:0005578,proteinaceous extracellular matrix,CC
FLRT3,GO:0005615,extracellular space,CC
FLRT3,GO:0005789,endoplasmic reticulum membrane,CC
FLRT3,GO:0005887,integral component of plasma membrane,CC
FLRT3,GO:0005925,focal adhesion,CC
FLRT3,GO:0043679,axon terminus,CC
FLRT3,GO:0044295,axonal growth cone,CC
FLRT3,GO:0097060,synaptic membrane,CC
FLRT3,GO:0005576,extracellular region,CC
FLRT3,GO:0005783,endoplasmic reticulum,CC
FLRT3,GO:0005886,plasma membrane,CC
FLRT3,GO:0016020,membrane,CC
FLRT3,GO:0016021,integral component of membrane,CC
FLRT3,GO:0030054,cell junction,CC
FLRT3,GO:0030424,axon,CC
FLRT3,GO:0042995,cell projection,CC
FLRT3,GO:0005057,receptor signaling protein activity,MF
FLRT3,GO:0005515,protein binding,MF
FLRT3,GO:0030674,"protein binding, bridging",MF
FLRT3,GO:0042803,protein homodimerization activity,MF
FLRT3,GO:0045499,chemorepellent activity,MF
KIF16B,GO:0001704,formation of primary germ layer,BP
KIF16B,GO:0001919,regulation of receptor recycling,BP
KIF16B,GO:0006895,Golgi to endosome transport,BP
KIF16B,GO:0007018,microtubule-based movement,BP
KIF16B,GO:0007173,epidermal growth factor receptor signaling pathway,BP
KIF16B,GO:0007492,endoderm development,BP
KIF16B,GO:0008543,fibroblast growth factor receptor signaling pathway,BP
KIF16B,GO:0032801,receptor catabolic process,BP
KIF16B,GO:0045022,early endosome to late endosome transport,BP
KIF16B,GO:0006810,transport,BP
KIF16B,GO:0005768,endosome,CC
KIF16B,GO:0005769,early endosome,CC
KIF16B,GO:0005871,kinesin complex,CC
KIF16B,GO:0005874,microtubule,CC
KIF16B,GO:0031901,early endosome membrane,CC
KIF16B,GO:0005737,cytoplasm,CC
KIF16B,GO:0005856,cytoskeleton,CC
KIF16B,GO:0016020,membrane,CC
KIF16B,GO:0005524,ATP binding,MF
KIF16B,GO:0005547,"phosphatidylinositol-3,4,5-trisphosphate binding",MF
KIF16B,GO:0008017,microtubule binding,MF
KIF16B,GO:0008574,"ATP-dependent microtubule motor activity, plus-end-directed",MF
KIF16B,GO:0017137,Rab GTPase binding,MF
KIF16B,GO:0032266,phosphatidylinositol-3-phosphate binding,MF
KIF16B,GO:0043325,"phosphatidylinositol-3,4-bisphosphate binding",MF
KIF16B,GO:0080025,"phosphatidylinositol-3,5-bisphosphate binding",MF
KIF16B,GO:0000166,nucleotide binding,MF
KIF16B,GO:0003777,microtubule motor activity,MF
KIF16B,GO:0008289,lipid binding,MF
KIF16B,GO:0035091,phosphatidylinositol binding,MF
BFSP1,GO:0048469,cell maturation,BP
BFSP1,GO:0070307,lens fiber cell development,BP
BFSP1,GO:0008150,biological_process,BP
BFSP1,GO:0005737,cytoplasm,CC
BFSP1,GO:0005739,mitochondrion,CC
BFSP1,GO:0005882,intermediate filament,CC
BFSP1,GO:0005886,plasma membrane,CC
BFSP1,GO:0015629,actin cytoskeleton,CC
BFSP1,GO:0005856,cytoskeleton,CC
BFSP1,GO:0016020,membrane,CC
BFSP1,GO:0005200,structural constituent of cytoskeleton,MF
BFSP1,GO:0005212,structural constituent of eye lens,MF
BFSP1,GO:0005515,protein binding,MF
BFSP1,GO:0005198,structural molecule activity,MF
RRBP1,GO:0001649,osteoblast differentiation,BP
RRBP1,GO:0006412,translation,BP
RRBP1,GO:0015031,protein transport,BP
RRBP1,GO:0006810,transport,BP
RRBP1,GO:0005783,endoplasmic reticulum,CC
RRBP1,GO:0005840,ribosome,CC
RRBP1,GO:0016020,membrane,CC
RRBP1,GO:0030176,integral component of endoplasmic reticulum membrane,CC
RRBP1,GO:0005789,endoplasmic reticulum membrane,CC
RRBP1,GO:0016021,integral component of membrane,CC
RRBP1,GO:0004872,receptor activity,MF
RRBP1,GO:0044822,poly(A) RNA binding,MF
SNX5,GO:0006886,intracellular protein transport,BP
SNX5,GO:0006907,pinocytosis,BP
SNX5,GO:0016050,vesicle organization,BP
SNX5,GO:0042147,"retrograde transport, endosome to Golgi",BP
SNX5,GO:0006810,transport,BP
SNX5,GO:0006897,endocytosis,BP
SNX5,GO:0015031,protein transport,BP
SNX5,GO:0001726,ruffle,CC
SNX5,GO:0001891,phagocytic cup,CC
SNX5,GO:0030659,cytoplasmic vesicle membrane,CC
SNX5,GO:0030904,retromer complex,CC
SNX5,GO:0030905,"retromer, tubulation complex",CC
SNX5,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,CC
SNX5,GO:0031313,extrinsic component of endosome membrane,CC
SNX5,GO:0031901,early endosome membrane,CC
SNX5,GO:0070685,macropinocytic cup,CC
SNX5,GO:0097422,tubular endosome,CC
SNX5,GO:0005737,cytoplasm,CC
SNX5,GO:0005768,endosome,CC
SNX5,GO:0005769,early endosome,CC
SNX5,GO:0005886,plasma membrane,CC
SNX5,GO:0016020,membrane,CC
SNX5,GO:0031410,cytoplasmic vesicle,CC
SNX5,GO:0042995,cell projection,CC
SNX5,GO:0005622,intracellular,CC
SNX5,GO:0005515,protein binding,MF
SNX5,GO:0034452,dynactin binding,MF
SNX5,GO:0035091,phosphatidylinositol binding,MF
SNX5,GO:0046982,protein heterodimerization activity,MF
SNX5,GO:0008289,lipid binding,MF
OVOL2,GO:0001525,angiogenesis,BP
OVOL2,GO:0001755,neural crest cell migration,BP
OVOL2,GO:0001842,neural fold formation,BP
OVOL2,GO:0001947,heart looping,BP
OVOL2,GO:0006366,transcription from RNA polymerase II promoter,BP
OVOL2,GO:0009913,epidermal cell differentiation,BP
OVOL2,GO:0009953,dorsal/ventral pattern formation,BP
OVOL2,GO:0010719,negative regulation of epithelial to mesenchymal transition,BP
OVOL2,GO:0010837,regulation of keratinocyte proliferation,BP
OVOL2,GO:0010944,negative regulation of transcription by competitive promoter binding,BP
OVOL2,GO:0045617,negative regulation of keratinocyte differentiation,BP
OVOL2,GO:0045618,positive regulation of keratinocyte differentiation,BP
OVOL2,GO:0045746,negative regulation of Notch signaling pathway,BP
OVOL2,GO:0045892,"negative regulation of transcription, DNA-templated",BP
OVOL2,GO:0045944,positive regulation of transcription from RNA polymerase II promoter,BP
OVOL2,GO:0048557,embryonic digestive tract morphogenesis,BP
OVOL2,GO:0051726,regulation of cell cycle,BP
OVOL2,GO:0060214,endocardium formation,BP
OVOL2,GO:0060347,heart trabecula formation,BP
OVOL2,GO:0060716,labyrinthine layer blood vessel development,BP
OVOL2,GO:2000647,negative regulation of stem cell proliferation,BP
OVOL2,GO:0006351,"transcription, DNA-templated",BP
OVOL2,GO:0006355,"regulation of transcription, DNA-templated",BP
OVOL2,GO:0007275,multicellular organismal development,BP
OVOL2,GO:0007507,heart development,BP
OVOL2,GO:0008285,negative regulation of cell proliferation,BP
OVOL2,GO:0008544,epidermis development,BP
OVOL2,GO:0045893,"positive regulation of transcription, DNA-templated",BP
OVOL2,GO:0005634,nucleus,CC
OVOL2,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",MF
OVOL2,GO:0001228,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding",MF
OVOL2,GO:0003677,DNA binding,MF
OVOL2,GO:0003682,chromatin binding,MF
OVOL2,GO:0044212,transcription regulatory region DNA binding,MF
OVOL2,GO:0046872,metal ion binding,MF
OVOL2,GO:0003676,nucleic acid binding,MF
OVOL2,GO:0003700,"transcription factor activity, sequence-specific DNA binding",MF
DZANK1,GO:0098779,mitophagy in response to mitochondrial depolarization,BP
DZANK1,GO:0008270,zinc ion binding,MF
DZANK1,GO:0046872,metal ion binding,MF
RBBP9,GO:0008152,metabolic process,BP
RBBP9,GO:0042127,regulation of cell proliferation,BP
RBBP9,GO:0005634,nucleus,CC
RBBP9,GO:0005730,nucleolus,CC
RBBP9,GO:0005737,cytoplasm,CC
RBBP9,GO:0070062,extracellular exosome,CC
RBBP9,GO:0005515,protein binding,MF
RBBP9,GO:0016787,hydrolase activity,MF
CRNKL1,GO:0000245,spliceosomal complex assembly,BP
CRNKL1,GO:0000398,"mRNA splicing, via spliceosome",BP
CRNKL1,GO:0002230,positive regulation of defense response to virus by host,BP
CRNKL1,GO:0098779,mitophagy in response to mitochondrial depolarization,BP
CRNKL1,GO:0098792,xenophagy,BP
CRNKL1,GO:0006396,RNA processing,BP
CRNKL1,GO:0006397,mRNA processing,BP
CRNKL1,GO:0008380,RNA splicing,BP
CRNKL1,GO:0000974,Prp19 complex,CC
CRNKL1,GO:0005681,spliceosomal complex,CC
CRNKL1,GO:0005737,cytoplasm,CC
CRNKL1,GO:0016607,nuclear speck,CC
CRNKL1,GO:0071010,prespliceosome,CC
CRNKL1,GO:0071011,precatalytic spliceosome,CC
CRNKL1,GO:0071012,catalytic step 1 spliceosome,CC
CRNKL1,GO:0071013,catalytic step 2 spliceosome,CC
CRNKL1,GO:0071014,post-mRNA release spliceosomal complex,CC
CRNKL1,GO:0005622,intracellular,CC
CRNKL1,GO:0005634,nucleus,CC
CRNKL1,GO:0003723,RNA binding,MF
CRNKL1,GO:0005515,protein binding,MF
CRNKL1,GO:0044822,poly(A) RNA binding,MF
RALGAPA2,GO:0032484,Ral protein signal transduction,BP
RALGAPA2,GO:0051056,regulation of small GTPase mediated signal transduction,BP
RALGAPA2,GO:0060178,regulation of exocyst localization,BP
RALGAPA2,GO:0061024,membrane organization,BP
RALGAPA2,GO:0090630,activation of GTPase activity,BP
RALGAPA2,GO:0032880,regulation of protein localization,BP
RALGAPA2,GO:0005615,extracellular space,CC
RALGAPA2,GO:0005737,cytoplasm,CC
RALGAPA2,GO:0005886,plasma membrane,CC
RALGAPA2,GO:0005096,GTPase activator activity,MF
RALGAPA2,GO:0046982,protein heterodimerization activity,MF
NKX2-4,GO:0006355,"regulation of transcription, DNA-templated",BP
NKX2-4,GO:0007275,multicellular organismal development,BP
NKX2-4,GO:0008150,biological_process,BP
NKX2-4,GO:0005634,nucleus,CC
NKX2-4,GO:0005575,cellular_component,CC
NKX2-4,GO:0043565,sequence-specific DNA binding,MF
NKX2-4,GO:0003674,molecular_function,MF
NKX2-4,GO:0003677,DNA binding,MF
NKX2-2,GO:0003323,type B pancreatic cell development,BP
NKX2-2,GO:0003326,pancreatic A cell fate commitment,BP
NKX2-2,GO:0003327,type B pancreatic cell fate commitment,BP
NKX2-2,GO:0003329,pancreatic PP cell fate commitment,BP
NKX2-2,GO:0006351,"transcription, DNA-templated",BP
NKX2-2,GO:0007224,smoothened signaling pathway,BP
NKX2-2,GO:0007420,brain development,BP
NKX2-2,GO:0009749,response to glucose,BP
NKX2-2,GO:0014003,oligodendrocyte development,BP
NKX2-2,GO:0021522,spinal cord motor neuron differentiation,BP
NKX2-2,GO:0021530,spinal cord oligodendrocyte cell fate specification,BP
NKX2-2,GO:0021554,optic nerve development,BP
NKX2-2,GO:0031018,endocrine pancreas development,BP
NKX2-2,GO:0032570,response to progesterone,BP
NKX2-2,GO:0045665,negative regulation of neuron differentiation,BP
NKX2-2,GO:0045666,positive regulation of neuron differentiation,BP
NKX2-2,GO:0045944,positive regulation of transcription from RNA polymerase II promoter,BP
NKX2-2,GO:0048565,digestive tract development,BP
NKX2-2,GO:0048665,neuron fate specification,BP
NKX2-2,GO:0048708,astrocyte differentiation,BP
NKX2-2,GO:0048714,positive regulation of oligodendrocyte differentiation,BP
NKX2-2,GO:0051091,positive regulation of sequence-specific DNA binding transcription factor activity,BP
NKX2-2,GO:0060580,ventral spinal cord interneuron fate determination,BP
